@relation dataset_2213_cpu_small-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute lread numeric
@attribute lwrite numeric
@attribute scall numeric
@attribute sread numeric
@attribute swrite numeric
@attribute fork numeric
@attribute exec numeric
@attribute rchar numeric
@attribute wchar numeric
@attribute runqsz numeric
@attribute freemem numeric
@attribute freeswap numeric
@attribute usr numeric

@data
0.001626,0.005217,0.1875,0.025791,0.02661,0.029821,0.03358,0.037576,0.039156,0.000567,0.115352,0.769063,0.939394
0.001084,0,0.019299,0.003765,0.002569,0.089463,0.030222,0.027,0.022652,0.000213,0.197043,0.813103,0.858586
0.047154,0.146087,0.434028,0.072289,0.059644,0.218688,0.191404,0.097055,0.084445,0.001701,0.211828,0.69538,0.666667
0.000542,0,0.23918,0.030685,0.023307,0.049702,0.043653,0.1072,0.031969,0,0.044103,0.499361,0.888889
0.030352,0.116522,0.023337,0.00866,0.005506,0.029821,0.023506,0.035188,0.010032,0.000142,0.009522,0.78219,0.959596
0.002168,0,0.034641,0.01506,0.008992,0.099404,0.03358,0.025809,0.020657,0.000283,0.152355,0.789777,0.888889
0.038482,0.177391,0.233769,0.034074,0.027161,0.00994,0.003358,0.036256,0.038571,0,0.007852,0.452014,0.878788
0.001084,0.001739,0.004926,0.000753,0.002753,0.00994,0.003358,0.002825,0.006086,0.000071,0.612345,0.835839,0.989899
0.000542,0,0.05281,0.014119,0.005873,0.079523,0.117529,0.021148,0.004597,0.000213,0.170063,0.785988,0.959596
0.022222,0.095652,0.441053,0.083584,0.043311,0.089463,0.056917,0.184045,0.2208,0.00085,0.277147,0.463603,0.777778
0,0,0.012274,0.013931,0.004037,0.00994,0.003358,0.04428,0.056713,0.000921,0.072252,0.776961,0.989899
0.006504,0.017391,0.016634,0.006965,0.00367,0.019881,0.006716,0.008968,0.00497,0.000213,0.031824,0.777879,0.919192
0.001626,0.003478,0.015262,0.004895,0.00367,0.019881,0.006716,0.033023,0.024352,0,0.23438,0.792535,0.969697
0.000542,0,0.18532,0.017884,0.018352,0.029821,0.036938,0.011799,0.03313,0.000106,0.053124,0.472991,0.939394
0.00271,0.006957,0.234335,0.022967,0.027528,0.00994,0.003358,0.003466,0.175014,0.000425,0.01846,0.620627,0.939394
0.011924,0.027826,0.169251,0.035768,0.017067,0.059642,0.020148,0.119862,0.04028,0.00078,0.039676,0.674256,0.878788
0.001084,0.001739,0.171996,0.018261,0.011562,0.00994,0.003358,0.055554,0.021116,0.000567,0.194871,0.627198,0.959596
0.007046,0.003478,0.11418,0.01506,0.018719,0.039761,0.01679,0.020458,0.003835,0.001063,0.172319,0.600843,0.959596
0.009214,0.013913,0.500727,0.194089,0.179666,0.39662,0.247985,0.322548,0.406853,0.000177,0.024808,0.486541,0.606061
0.009756,0.003478,0.387435,0.098833,0.080015,0.367793,0.043653,0.099475,0.015819,0.001276,0.014617,0.593214,0.737374
0,0,0.007429,0.001883,0.003303,0.00994,0.003358,0.007157,0.015418,0.000071,0.2216,0.789812,0.979798
0.003794,0.001739,0.269057,0.070218,0.044779,0.158549,0.063633,0.117574,0.096544,0.000213,0.009606,0.450026,0.747475
0.008672,0.003478,0.197674,0.07116,0.021288,0.079523,0.023506,0.047296,0.015674,0.000425,0.193368,0.674017,0.878788
0.000542,0,0.02366,0.00753,0.00624,0.00994,0.003358,0.00051,0.0049,0.000425,0.067157,0.76683,0.979798
0.003794,0.010435,0.026647,0.028238,0.010277,0.019881,0.006716,0.083018,0.119883,0.00085,0.085867,0.781926,0.929293
0.136585,0.464348,0.325985,0.114458,0.08497,0.168986,0.050369,0.075587,0.058776,0,0.024641,0.485536,0.787879
0.018428,0.001739,0.238291,0.029367,0.014315,0.36829,0.390363,0.018622,0.011469,0.00085,0.011527,0.496331,0.727273
0.007588,0.022609,0.178375,0.025602,0.016517,0.089463,0.040296,0.061314,0.047389,0,0.010608,0.468335,0.888889
0.000542,0,0.06686,0.026167,0.022022,0.019881,0.003358,0.169922,0.054566,0.000248,0.044019,0.478181,0.959596
0.001626,0,0.168282,0.028238,0.01927,0.079523,0.023506,0.095628,0.027882,0.000567,0.022051,0.47079,0.868687
0.01626,0.001739,0.435643,0.074172,0.047715,0.425944,0.317663,0.353878,0.017523,0.00078,0.012446,0.480074,0.676768
0.000542,0.001739,0.005168,0.000377,0.000551,0.00994,0.003358,0.002707,0.004201,0,0.634731,0.837733,1
0.000542,0.001739,0.055152,0.00753,0.005322,0.00994,0.003358,0.003306,0.004676,0.000071,0.635232,0.83415,0.969697
0.00271,0,0.618056,0.297628,0.279868,0.248509,0.023506,0.53359,0.665282,0,0.050785,0.487628,0.636364
0.000542,0.001739,0.006864,0.00113,0.00312,0.00994,0.003358,0.004117,0.005829,0,0.612262,0.835839,1
0.011924,0.022609,0.126938,0.026355,0.022389,0.099404,0.013432,0.027919,0.026832,0.000496,0.010441,0.76268,0.939394
0,0,0.003957,0.000377,0.001835,0.00994,0.003358,0.000057,0.005151,0,0.533244,0.834206,0.989899
0.009214,0.041739,0.095446,0.009413,0.01615,0.029821,0.010074,0.019133,0.22969,0.000142,0.681841,0.828845,0.929293
0.004336,0.010435,0.221172,0.029556,0.025509,0.019881,0.030222,0.008302,0.045902,0.000638,0.049449,0.733363,0.919192
0.007046,0.01913,0.142361,0.025414,0.010828,0.109344,0.100907,0.028128,0.021006,0.000106,0.020966,0.475468,0.868687
0.013008,0.005217,0.339713,0.068712,0.053955,0.258449,0.063801,0.055401,0.057614,0.001134,0.308136,0.690541,0.79798
0.000542,0,0.078892,0.040663,0.015966,0.00994,0.003358,0.100543,0.152497,0.044649,0.003091,0.000003,0
0.04607,0.073043,0.102067,0.017131,0.015049,0.397614,0.137676,0.049987,0.06058,0.000496,0.513782,0.818174,0.79798
0.028184,0.001739,0.185401,0.037086,0.022756,0.656064,0.634654,0.104136,0.023168,0.000638,0.021801,0.488726,0.626263
0.009756,0.006957,0.311127,0.114458,0.101487,0.019881,0.013432,0.276966,0.221609,0.00078,0.007434,0.622724,0.878788
0,0,0.080507,0.011295,0.0167,0,0,0.001912,0.01333,0.000177,0.034163,0.46629,0.979798
0.023306,0.003478,0.397771,0.053464,0.024592,0.019881,0.006716,0.197278,0.052882,0.001169,0.005763,0.449148,0.737374
0.000542,0.001739,0.084706,0.008283,0.008075,0.00994,0.003358,0.003316,0.011634,0.000142,0.639325,0.834341,0.949495
0.003794,0,0.328892,0.100904,0.047899,0.258449,0.050369,0.794421,0.011719,0.001063,0.005262,0.612194,0.69697
0.01626,0.005217,0.318879,0.061559,0.044412,0.238569,0.047011,0.115466,0.018162,0.002268,0.029903,0.576632,0.787879
0.02168,0.086957,0.227955,0.040851,0.017434,0.069583,0.053727,0.068496,0.023213,0,0.035249,0.474898,0.848485
0.003252,0.003478,0.193152,0.02805,0.040741,0.099404,0.053727,0.070068,0.030819,0.000106,0.086368,0.469176,0.858586
0.001084,0,0.202923,0.05384,0.038172,0.019881,0.006716,0.051226,0.052607,0.000354,0.029903,0.476888,0.939394
0.00271,0,0.202681,0.084526,0.06258,0.26839,0.023506,0.130083,0.071998,0.00078,0.159455,0.784467,0.838384
0.001084,0.001739,0.0474,0.010919,0.007341,0.039761,0.013432,0.023031,0.021115,0.000071,0.711661,0.820376,0.949495
0.011924,0.055652,0.296269,0.027673,0.02606,0.019881,0.010074,0.005474,0.027068,0,0.019379,0.450789,0.919192
0.000542,0.001739,0.121124,0.01619,0.012112,0.029821,0.036938,0.044085,0.008084,0,0.009606,0.457091,0.909091
0.001084,0.001739,0.054667,0.012048,0.006607,0.019881,0.006716,0.001087,0.00404,0,0.098229,0.776654,0.949495
0.005962,0.005217,0.023579,0.005083,0.004955,0.019881,0.006716,0.021032,0.002394,0.000213,0.465503,0.828188,0.979798
0,0,0.328892,0.044992,0.025326,0.00994,0.003358,0.00942,0.011605,0,0.008102,0.507051,0.888889
0.00271,0,0.165213,0.046122,0.04221,0.089463,0.010074,0.091076,0.106035,0.000496,0.411377,0.745178,0.909091
0.003252,0.001739,0.21657,0.017508,0.01927,0.039761,0.01679,0.011483,0.048796,0.000496,0.028901,0.483151,0.919192
0.000542,0,0.022368,0.013366,0.009727,0.00994,0.003358,0.001842,0.004997,0.000354,0.52013,0.76794,0.979798
0.004336,0,0.245882,0.026732,0.015049,0.338469,0.343183,0.050787,0.019901,0.00085,0.034247,0.483184,0.727273
0.001084,0.001739,0.006298,0.001318,0.002569,0.00994,0.003358,0.004622,0.003085,0,0.294855,0.82395,0.969697
0.00813,0.001739,0.283915,0.049322,0.022573,0.55666,0.543989,0.055508,0.026384,0,0.027063,0.48428,0.656566
0.001084,0.001739,0.284399,0.025979,0.016333,0.00994,0.003358,0.011763,0.043121,0.000567,0.259606,0.738603,0.939394
0.001626,0,0.12387,0.031062,0.026794,0.039761,0.036938,0.008016,0.014042,0.189936,0.003007,0.000003,0
0.025474,0.083478,0.327358,0.055158,0.025693,0.846421,0.238919,0.070024,0.006862,0.00163,0.088958,0.791599,0.545455
0.009214,0.013913,0.194283,0.054029,0.02294,0.109344,0.036938,0.203223,0.108995,0.000071,0.032242,0.453801,0.828283
0.001626,0,0.2802,0.040851,0.038356,0.139165,0.01679,0.029617,0.078028,0.00163,0.032409,0.452685,0.858586
0.010298,0.02087,0.579377,0.094127,0.057625,0.267893,0.103929,0.152746,0.039414,0.000638,0.032075,0.445275,0.747475
0.002168,0.003478,0.273175,0.023343,0.017434,0.069583,0.040296,0.039969,0.015161,0.000567,0.054627,0.441403,0.919192
0.004336,0.003478,0.250484,0.063253,0.051936,0.019881,0.006716,0.072004,0.074821,0.000177,0.006098,0.465572,0.89899
0.008672,0.006957,0.200501,0.018825,0.012112,0.128231,0.196944,0.025041,0.008876,0.001347,0.017708,0.685061,0.909091
0.001084,0,0.261547,0.040663,0.025876,0.00994,0.003358,0.125341,0.244235,0.001559,0.047444,0.448715,0.868687
0.003794,0.008696,0.167878,0.026544,0.014498,0.089463,0.023506,0.009839,0.013157,0,0.239225,0.468541,0.89899
0,0,0.021399,0.012613,0.006974,0.00994,0.003358,0.069881,0.019043,0.00078,0.074591,0.765016,0.979798
0,0,0.030362,0.04311,0.011011,0.00994,0.003358,0.107124,0.149181,0.000496,0.10015,0.778179,0.979798
0.034688,0.142609,0.395591,0.107304,0.024408,0.019881,0.006716,0.113097,0.022823,0.000425,0.032743,0.446463,0.868687
0.005962,0.010435,0.116441,0.014872,0.013213,0.049702,0.03358,0.007664,0.031398,0.000248,0.020631,0.469109,0.878788
0.000542,0,0.145753,0.009224,0.009176,0.00994,0.003358,0.003782,0.012422,0.000248,0.029485,0.49774,0.959596
0,0,0.267038,0.042922,0.020738,0.029821,0.013432,0.045194,0.013197,0.001063,0.022051,0.498747,0.909091
0.008672,0.001739,0.164163,0.039345,0.025693,0.228628,0.16454,0.101426,0.031543,0.000532,0.041681,0.463844,0.787879
0.001084,0,0.023821,0.004895,0.004221,0.109344,0.050201,0.028037,0.0208,0.000213,0.198881,0.80984,0.858586
0.00271,0.003478,0.278828,0.051581,0.036704,0.029821,0.010074,0.09761,0.037351,0,0.036502,0.443842,0.888889
0.001626,0.001739,0.04207,0.014684,0.001285,0.109344,0.171256,0.203183,0.0027,0.000425,0.30563,0.811983,0.929293
0.001084,0,0.058543,0.012048,0.009727,0.019881,0.030222,0.00808,0.011436,0.000071,0.085783,0.454163,0.959596
0.001626,0.003478,0.143734,0.00866,0.011378,0.029821,0.023506,0.007715,0.013948,0.000354,0.054293,0.685893,0.939394
0.00271,0.003478,0.103682,0.031438,0.024775,0.079523,0.010074,0.096171,0.025343,0,0.19011,0.449429,0.929293
0.002168,0,0.268734,0.050452,0.027712,0.168986,0.151108,0.145772,0.044427,0.000248,0.061644,0.488681,0.808081
0.00813,0.01913,0.136709,0.036145,0.014682,0.059642,0.023506,0.188691,0.070255,0.00078,0.023388,0.591221,0.929293
0.017344,0,0.480459,0.279556,0.078179,0.26839,0.060443,0.345506,0.442097,0.001914,0.004845,0.588855,0.727273
0.001626,0.001739,0.378634,0.061935,0.030097,0.019881,0.030222,0.059563,0.043939,0.000354,0.009439,0.476645,0.848485
0.000542,0,0.030039,0.017884,0.016333,0.00994,0.003358,0.06415,0.072048,0.000992,0.029068,0.763106,0.929293
0.000542,0,0.131056,0.048193,0.025509,0.039761,0.01679,0.034974,0.011704,0,0.029485,0.500031,0.89899
0.000542,0.001739,0.09157,0.005459,0.009543,0.00994,0.003358,0.002466,0.033155,0,0.689693,0.819895,0.959596
0.006504,0.017391,0.196705,0.045181,0.024225,0.00994,0.003358,0.04035,0.018274,0.00078,0.757601,0.612303,0.878788
0.001084,0,0.018572,0.004895,0.001468,0.089463,0.030222,0.018132,0.005966,0.000213,0.562145,0.825491,0.919192
0.001084,0.001739,0.016069,0.003389,0.004588,0.039761,0.013432,0.074896,0.015881,0.000071,0.774474,0.835108,0.959596
0.028184,0.107826,0.07001,0.013178,0.0167,0.00994,0.003358,0.004393,0.045982,0,0.10867,0.476562,0.909091
0.000542,0,0.346172,0.040851,0.028996,0.029821,0.010074,0.044833,0.014873,0.000283,0.167975,0.490865,0.878788
0.001084,0,0.048046,0.019767,0.008992,0.00994,0.003358,0.001749,0.004273,0.000354,0.483796,0.767205,0.969697
0.039566,0.144348,0.346899,0.100527,0.083318,0.418489,0.040296,0.10793,0.023127,0.15202,0.001086,0.000013,0
0.006504,0.017391,0.254845,0.041039,0.017434,0.00994,0.003358,0.00432,0.037187,0.000496,0.066321,0.732346,0.919192
0.015176,0.005217,0.267765,0.026355,0.014131,0.745527,0.651444,0.143718,0.015503,0.000071,0.015035,0.482694,0.545455
0.005962,0,0.350452,0.114081,0.095614,0.497018,0.050369,0.114901,0.010168,0.000177,0.010692,0.452792,0.707071
0.03252,0.135652,0.060804,0.071724,0.022756,0.00994,0.003358,0.247831,0.354609,0.108079,0.003258,0.000002,0
0.000542,0,0.063388,0.009413,0.011562,0.069583,0.026864,0.013008,0.052202,0.000425,0.358336,0.794613,0.878788
0.01355,0.005217,0.278828,0.069465,0.057258,0.318091,0.036938,0.069873,0.005642,0.001205,0.238724,0.627587,0.787879
0.036856,0.106087,0.225291,0.051393,0.031565,0.218191,0.080423,0.129596,0.068824,0.000354,0.064651,0.433127,0.787879
0,0,0.102309,0.006024,0.011011,0.00994,0.003358,0.001493,0.016899,0.000071,0.01729,0.780571,0.969697
0.00271,0,0.26187,0.066077,0.047165,0.039761,0.016622,0.238079,0.066568,0.00085,0.231123,0.596942,0.838384
0.000542,0.001739,0.121609,0.016002,0.011562,0.019881,0.030222,0.017157,0.005136,0.000496,0.274808,0.762221,0.959596
0.050407,0.13913,0.296673,0.154367,0.100936,0.605368,0.087139,0.233611,0.124159,0.000921,0.011527,0.465007,0.606061
0.000542,0.001739,0.061289,0.012989,0.012112,0.00994,0.003358,0.023872,0.077588,0.000213,0.598647,0.829706,0.959596
0.001626,0.001739,0.170704,0.028614,0.018352,0.019881,0.006716,0.020869,0.024887,0.000567,0.018042,0.483217,0.89899
0.001084,0,0.037548,0.016755,0.007157,0.079026,0.026696,0.019999,0.011376,0.000425,0.070247,0.795309,0.868687
0.000542,0,0.012516,0.002636,0.004772,0.059642,0.013432,0.016851,0.006866,0.000071,0.584029,0.822481,0.969697
0.001084,0.001739,0.219396,0.038027,0.020738,0.039761,0.013432,0.177618,0.066333,0.000425,0.015202,0.441307,0.878788
0.007046,0.031304,0.008963,0.003389,0.002569,0.00994,0.003358,0.022378,0.01051,0.000213,0.771383,0.833252,0.979798
0.001084,0.001739,0.01397,0.005648,0.002569,0.00994,0.003358,0.074951,0.004832,0.000142,0.63991,0.83906,0.979798
0,0,0.006218,0.002824,0.002753,0.00994,0.003358,0.00008,0.001607,0,0.610174,0.829811,0.989899
0.009214,0.003478,0.35344,0.097139,0.075977,0.3166,0.066823,0.107525,0.048736,0,0.024307,0.483732,0.757576
0.010298,0.029565,0.135901,0.019767,0.02661,0.049702,0.01679,0.11144,0.035538,0.000177,0.09422,0.449337,0.929293
0.003794,0.010435,0.125161,0.037086,0.025326,0.049702,0.01679,0.17674,0.133891,0.000354,0.019546,0.497648,0.838384
0.000542,0,0.226825,0.025414,0.023674,0.00994,0.003358,0.001882,0.035861,0,0.143334,0.496009,0.939394
0.001626,0.001739,0.096576,0.021084,0.005506,0.099404,0.03358,0.105667,0.044676,0.000283,0.662462,0.833057,0.878788
0.001084,0.001739,0.081395,0.019014,0.011195,0.019881,0.003358,0.014266,0.015437,0,0.050785,0.476695,0.969697
0.009214,0.022609,0.140665,0.028238,0.015599,0.219185,0.222129,0.156642,0.012975,0,0.006599,0.49415,0.787879
0,0,0.00646,0.001694,0.000918,0.00994,0.003358,0.013007,0.005405,0,0.044771,0.770916,0.989899
0.001084,0.001739,0.118298,0.022026,0.015599,0.039761,0.020148,0.09114,0.042368,0.000425,0.02272,0.683479,0.939394
0.041734,0.168696,0.348433,0.119917,0.082951,0.337972,0.036938,0.105674,0.085271,0,0.073171,0.444353,0.686869
0.002168,0,0.093508,0.031627,0.027344,0.159046,0.01679,0.034294,0.004861,0.000354,0.611343,0.831418,0.919192
0.01084,0.01913,0.427245,0.063253,0.028629,0.407555,0.379449,0.020399,0.015228,0,0.02698,0.484369,0.666667
0.00271,0.006957,0.112807,0.03012,0.0167,0.029821,0.026864,0.037452,0.008396,0.000248,0.013532,0.490279,0.939394
0.001084,0,0.091974,0.019578,0.005873,0.059642,0.067327,0.037875,0.00405,0.000071,0.006515,0.783817,0.929293
0.001626,0,0.223433,0.020708,0.020004,0.069583,0.03358,0.041951,0.005483,0.00085,0.347227,0.764842,0.909091
0.006504,0,0.262516,0.095821,0.067535,0.397614,0.036938,0.382582,0.0329,0.000921,0.261193,0.78889,0.69697
0.001084,0,0.022529,0.006401,0.017067,0.029821,0.006716,0.022461,0.036346,0.000071,0.016372,0.77742,0.959596
0.00542,0.008696,0.333495,0.089044,0.0167,0.049702,0.023506,0.145261,0.131385,0.001063,0.27155,0.599752,0.868687
0.001626,0.001739,0.022933,0.006965,0.001835,0.099404,0.03358,0.037333,0.010464,0.000071,0.982125,0.839826,0.89899
0.012466,0.024348,0.170704,0.055535,0.027528,0.109344,0.036938,0.078443,0.032897,0.000638,0.05137,0.681329,0.868687
0.023848,0.064348,0.289971,0.090738,0.052854,0.159046,0.073875,0.092175,0.070288,0,0.011694,0.421637,0.727273
0.011924,0.024348,0.141069,0.019578,0.015599,0.347913,0.325722,0.039271,0.014486,0.001488,0.021049,0.493335,0.757576
0.007588,0.003478,0.149871,0.047063,0.018719,0.069085,0.030054,0.133894,0.00907,0.000638,0.020882,0.444195,0.89899
0.001084,0,0.403424,0.049511,0.033584,0.029821,0.010074,0.009843,0.037056,0.000602,0.037254,0.479139,0.89899
0,0,0.024629,0.005648,0.00679,0.00994,0.003358,0.032934,0.025095,0.000142,0.1714,0.789951,0.919192
0.000542,0,0.19291,0.024285,0.012846,0.019881,0.006716,0.017971,0.016068,0.000071,0.15436,0.781368,0.949495
0.03523,0.104348,0.162064,0.051393,0.033768,0.228131,0.046844,0.054666,0.029555,0.000354,0.027481,0.429722,0.828283
0.003794,0,0.133075,0.034074,0.033951,0.208748,0.047011,0.043927,0.015743,0.000354,0.063064,0.47331,0.858586
0.000542,0,0.253391,0.055911,0.035786,0.019881,0.010074,0.25521,0.169209,0.000638,0.014701,0.452861,0.818182
0.011382,0.022609,0.524952,0.047816,0.033768,0.069583,0.093855,0.101611,0.039703,0.000071,0.015703,0.447301,0.777778
0.000542,0,0.107962,0.012989,0.007157,0.029821,0.010074,0.004286,0.039634,0.000354,0.397845,0.771888,0.959596
0.0271,0.001739,0.294816,0.095256,0.076528,0.26839,0.083949,0.1222,0.103857,0.000106,0.013532,0.483894,0.757576
0.01626,0.062609,0.034399,0.036145,0.009543,0.00994,0.003358,0.192249,0.103907,0.000567,0.602656,0.818528,0.929293
0.005962,0,0.279635,0.096197,0.064415,0.089463,0.087307,0.035241,0.101678,0.001134,0.016288,0.586032,0.828283
0.001626,0.001739,0.12605,0.012048,0.010461,0.039761,0.020148,0.00142,0.003001,0.000071,0.109088,0.777095,0.939394
0.071003,0.08,0.130572,0.055346,0.050468,0.049702,0.020148,0.117719,0.158074,0.185684,0.002756,0.000004,0.010101
0.022764,0.088696,0.277293,0.039157,0.030281,0.049702,0.070517,0.100568,0.063277,0.00078,0.027648,0.618047,0.848485
0.000542,0.001739,0.077035,0.018261,0.011378,0.00994,0.003358,0.011129,0.084236,0.000142,0.693702,0.831346,0.959596
0.00271,0.003478,0.212048,0.06137,0.024225,0.099404,0.036938,0.355411,0.013367,0.000886,0.00735,0.501998,0.727273
0.00813,0.024348,0.337775,0.04631,0.025509,0.039761,0.013432,0.087971,0.041908,0.000248,0.006098,0.443808,0.888889
0.01355,0.001739,0.347949,0.055535,0.026794,0.28827,0.251847,0.124792,0.029055,0.00085,0.00568,0.49044,0.676768
0.002168,0,0.131218,0.040286,0.035786,0.208748,0.020148,0.044603,0.038272,0.000425,0.618777,0.830881,0.888889
0.003252,0,0.128876,0.06137,0.033401,0.27833,0.238415,0.277001,0.061361,0.001276,0.166639,0.768658,0.767677
0.004878,0,0.275759,0.072666,0.057625,0.357853,0.050369,0.124204,0.003706,0.000425,0.546358,0.834492,0.808081
0,0,0.230782,0.033697,0.021839,0.019881,0.010074,0.007508,0.027349,0.000142,0.015787,0.502505,0.919192
0.003794,0,0.302326,0.057417,0.053955,0.26839,0.214909,0.217412,0.282453,0.001559,0.011443,0.444748,0.646465
0.004878,0,0.236999,0.051205,0.047165,0.398608,0.312962,0.130678,0.070191,0.000248,0.00568,0.492579,0.717172
0.013008,0.001739,0.224402,0.093562,0.058359,0.308151,0.053727,0.074924,0.021087,0.119064,0.001921,0.000009,0
0.002168,0,0.136951,0.027297,0.024959,0.099404,0.010074,0.040605,0.042718,0.000496,0.392583,0.769839,0.909091
0.000542,0,0.026405,0.007342,0.004404,0.019881,0.006716,0.013453,0.004044,0.000354,0.065152,0.767869,0.969697
0.002168,0.003478,0.127342,0.057605,0.036337,0.019881,0.010074,0.049886,0.057192,0.000496,0.036752,0.682825,0.939394
0.001084,0,0.085998,0.042357,0.029914,0.069583,0.030222,0.168951,0.063095,0.000425,0.206231,0.771337,0.878788
0.020596,0.085217,0.320252,0.032756,0.025326,0.039761,0.020148,0.019574,0.078706,0.000638,0.014283,0.726018,0.89899
0.010298,0.01913,0.252342,0.06683,0.048082,0.019881,0.030222,0.061645,0.034064,0.001205,0.008353,0.622429,0.909091
0.001626,0.003478,0.105943,0.025038,0.016884,0.029821,0.010074,0.042846,0.02742,0.000354,0.0071,0.469943,0.909091
0.026558,0.104348,0.248143,0.05497,0.010828,0.069583,0.023506,0.0644,0.053486,0.000921,0.00852,0.722928,0.888889
0.009756,0.024348,0.452116,0.047063,0.027528,0.029821,0.010074,0.012409,0.013876,0.001488,0.00735,0.678086,0.868687
0.001084,0.001739,0.005168,0.000941,0.001652,0.00994,0.003358,0.002969,0.005447,0,0.656615,0.838478,0.989899
0.001084,0.001739,0.081718,0.007718,0.009543,0.029821,0.010074,0.014472,0.037156,0.000354,0.386485,0.769131,0.949495
0.000542,0.001739,0.107235,0.019202,0.011195,0.019881,0.006716,0.002004,0.007653,0.000886,0.092466,0.505237,0.949495
0.000542,0,0.003795,0.000565,0.001101,0.00994,0.003358,0.000526,0.009886,0.000142,0.73413,0.834735,0.979798
0.00271,0.003478,0.022287,0.006589,0.002936,0.089463,0.030222,0.052408,0.004417,0.000354,0.384397,0.823636,0.939394
0.017344,0.078261,0.120317,0.022402,0.014498,0.00994,0.003358,0.144284,0.018904,0,0.018126,0.460021,0.919192
0.007588,0.022609,0.315407,0.060806,0.031382,0.049702,0.026696,0.045156,0.042476,0.001347,0.00735,0.448159,0.808081
0.001626,0,0.354974,0.049511,0.026977,0.029821,0.010074,0.057165,0.029488,0,0.035332,0.502972,0.858586
0.001084,0.001739,0.007833,0.004895,0.001285,0.00994,0.003358,0.078096,0.006499,0.000071,0.596976,0.835446,0.989899
0.001084,0.001739,0.190811,0.038027,0.023858,0.119284,0.097381,0.100646,0.011041,0.000354,0.011527,0.459173,0.868687
0.025474,0.109565,0.146318,0.015248,0.012112,0.00994,0.003358,0.069866,0.036902,0.000496,0.143919,0.735269,0.959596
0.029268,0.015652,0.312904,0.029744,0.017067,0.536779,0.349228,0.15483,0.284049,0.001843,0.009272,0.680281,0.59596
0.004336,0.001739,0.050065,0.017131,0.012296,0.089463,0.010074,0.051785,0.001929,0.000213,0.046275,0.776596,0.909091
0.000542,0,0.229651,0.036145,0.021655,0.00994,0.003358,0.002823,0.030696,0.000354,0.04143,0.72611,0.949495
0.014092,0.024348,0.294897,0.141943,0.074142,0.099404,0.040296,0.026696,0.011161,0.000992,0.039342,0.68598,0.838384
0.001084,0.001739,0.086886,0.012048,0.010277,0.019881,0.030222,0.009089,0.017252,0.000354,0.026896,0.683487,0.959596
0.000542,0.001739,0.00969,0.003012,0.004588,0.00994,0.003358,0.004223,0.009888,0.000071,0.60441,0.831706,0.989899
0.000542,0,0.062096,0.016378,0.014865,0.00994,0.003358,0.00641,0.038072,0.000354,0.044437,0.474318,0.959596
0,0,0.022771,0.005648,0.004588,0.00994,0.003358,0.004026,0.006994,0.000071,0.079268,0.783758,0.929293
0.000542,0,0.051114,0.00753,0.006607,0.019881,0.03358,0.0003,0.034032,0.000709,0.036418,0.764461,0.888889
0.001626,0.001739,0.004199,0.00113,0.000734,0.00994,0.003358,0.001332,0.003305,0,0.599148,0.823448,0.979798
0.02439,0,0.179183,0.034827,0.019637,0.606362,0.584285,0.147748,0.024487,0.00085,0.007685,0.487193,0.656566
0.000542,0,0.087452,0.009789,0.010828,0.00994,0.003358,0.00289,0.031272,0.000354,0.052873,0.473718,0.959596
0.009214,0.012174,0.180233,0.042169,0.024592,0.079523,0.063801,0.134408,0.014177,0.000425,0.055379,0.441436,0.89899
0.01355,0.062609,0.075097,0.019955,0.006974,0.039761,0.020148,0.096329,0.019492,0.000354,0.043936,0.779713,0.878788
0.002168,0.003478,0.211402,0.02805,0.017618,0.039761,0.03358,0.074485,0.038945,0.000177,0.079101,0.470461,0.909091
0.031436,0.107826,0.521318,0.126694,0.099835,0.55666,0.077233,0.141921,0.028411,0.000283,0.066823,0.469889,0.59596
0.000542,0,0.116118,0.02052,0.014498,0.059642,0.057085,0.020942,0.050083,0.000921,0.033662,0.48792,0.868687
0.020054,0.076522,0.151728,0.030497,0.027528,0.328529,0.326394,0.005797,0.034583,0.000496,0.008353,0.492505,0.767677
0.003794,0,0.308382,0.109752,0.103505,0.238569,0.063801,0.140466,0.135257,0.00078,0.017959,0.481485,0.787879
0.052575,0.008696,0.124677,0.035203,0.014131,0.019881,0.010074,0.393557,0.02195,0.000177,0.011694,0.437761,0.838384
0.003794,0.005217,0.052487,0.010354,0.00936,0.039761,0.023506,0.009433,0.01136,0.000496,0.469262,0.750545,0.979798
0.000542,0,0.161499,0.025226,0.02294,0.029821,0.03358,0.067198,0.022462,0.001134,0.196793,0.464868,0.909091
0.023848,0.052174,0.226906,0.088855,0.068636,0.397614,0.036938,0.139866,0.073542,0.000567,0.456398,0.815833,0.808081
0.000542,0,0.05491,0.020708,0.021105,0.00994,0.003358,0.002155,0.012412,0.000177,0.152857,0.479231,0.969697
0.006504,0.005217,0.03666,0.003953,0.002936,0.039761,0.013432,0.007818,0.006455,0,0.530989,0.823007,0.969697
0.001084,0.001739,0.106589,0.022026,0.010277,0.00994,0.003358,0.061131,0.024586,0,0.009689,0.47081,0.888889
0.015718,0.074783,0.070736,0.019767,0.014682,0.059642,0.020148,0.10989,0.012292,0.000709,0.020297,0.469887,0.919192
