@relation kin8nm-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute theta4 numeric
@attribute theta5 numeric
@attribute theta6 numeric
@attribute theta7 numeric
@attribute theta8 numeric
@attribute y numeric

@data
0.798204,0.549049,0.149293,0.233223,0.180106,0.531418,0.996098,0.76933,0.487787
0.428523,0.730466,0.702086,0.049292,0.427512,0.340807,0.963598,0.153103,0.405965
0.662458,0.559004,0.943681,0.841947,0.149893,0.499418,0.811082,0.323768,0.316708
0.113387,0.028263,0.174825,0.19736,0.686433,0.648627,0.814592,0.437835,0.676483
0.542562,0.600544,0.790441,0.524475,0.383055,0.79968,0.806475,0.074108,0.197201
0.170578,0.137655,0.822579,0.363371,0.041291,0.949033,0.407573,0.682745,0.379619
0.690443,0.001564,0.946219,0.659014,0.605954,0.524175,0.972121,0.066526,0.259896
0.424732,0.904441,0.832975,0.759681,0.904873,0.634934,0.033377,0.350698,0.553958
0.943827,0.324316,0.66005,0.055513,0.311049,0.714351,0.706842,0.710584,0.52714
0.73898,0.947542,0.478713,0.348757,0.967179,0.161966,0.090441,0.579367,0.389851
0.1213,0.671176,0.926575,0.143058,0.387571,0.425983,0.648803,0.945527,0.448188
0.527445,0.154105,0.692051,0.201035,0.924005,0.700718,0.76139,0.192005,0.43129
0.112924,0.455432,0.280578,0.259782,0.825357,0.081442,0.764096,0.632828,0.86263
0.764654,0.44242,0.076132,0.273049,0.030323,0.381098,0.242611,0.763112,0.529324
0.601375,0.761479,0.155432,0.15779,0.290096,0.503002,0.831938,0.739456,0.433007
0.565183,0.76181,0.868451,0.707491,0.835279,0.861882,0.289636,0.468633,0.389788
0.337119,0.315342,0.860898,0.218485,0.76492,0.135591,0.063154,0.285003,0.442393
0.535585,0.13518,0.92667,0.437321,0.373188,0.235074,0.112031,0.437709,0.494928
0.910028,0.405016,0.295212,0.097453,0.229112,0.856024,0.463157,0.950355,0.403957
0.711302,0.162658,0.007236,0.982657,0.988167,0.701255,0.04638,0.275987,0.937069
0.983207,0.196027,0.292765,0.258961,0.0869,0.116837,0.220837,0.024204,0.361028
0.551871,0.977831,0.883099,0.476994,0.08855,0.126693,0.915352,0.607188,0.248008
0.617729,0.696341,0.040382,0.633467,0.806815,0.735425,0.056053,0.174639,0.754313
0.40173,0.062785,0.336431,0.535597,0.430313,0.266044,0.768825,0.984391,0.652722
0.380445,0.754533,0.734023,0.232188,0.219195,0.255867,0.700169,0.872577,0.389072
0.666523,0.029355,0.659295,0.670476,0.331082,0.236506,0.961439,0.079982,0.198113
0.426413,0.953111,0.800241,0.317852,0.622588,0.924568,0.525044,0.340421,0.304376
0.202453,0.252424,0.524355,0.909283,0.454197,0.439524,0.038909,0.114775,0.682781
0.362139,0.769172,0.982666,0.507773,0.595826,0.231475,0.669554,0.634448,0.512747
0.013747,0.035026,0.367721,0.755295,0.710553,0.381259,0.484887,0.972493,0.772028
0.017394,0.250886,0.601806,0.363728,0.712617,0.213722,0.206125,0.065491,0.641277
0.309829,0.91903,0.623425,0.660995,0.395256,0.079225,0.698037,0.977015,0.545356
0.917699,0.50849,0.954482,0.036846,0.076446,0.128616,0.130172,0.002629,0.259553
0.644188,0.118299,0.706639,0.732505,0.395866,0.046623,0.331074,0.277308,0.557183
0.077209,0.713876,0.448782,0.465771,0.335231,0.312849,0.416567,0.208638,0.585426
0.548985,0.765097,0.909918,0.075268,0.339332,0.718791,0.116499,0.965614,0.233981
0.10962,0.560098,0.763308,0.249374,0.257924,0.772532,0.552541,0.530181,0.462786
0.244674,0.416459,0.833122,0.39965,0.18034,0.783371,0.121715,0.92634,0.42927
0.92536,0.475305,0.120346,0.193469,0.356131,0.914371,0.213341,0.974834,0.466979
0.389337,0.42065,0.223929,0.137048,0.568064,0.105602,0.951635,0.374533,0.792481
0.105893,0.907694,0.038028,0.211667,0.156776,0.336458,0.768147,0.987129,0.433158
0.596844,0.987489,0.782128,0.893938,0.365726,0.407675,0.318784,0.850601,0.541526
0.419507,0.998077,0.12039,0.697823,0.809837,0.067437,0.895316,0.016205,0.669224
0.132664,0.931962,0.961836,0.773907,0.20555,0.043065,0.352931,0.262979,0.472502
0.515163,0.827577,0.289172,0.057311,0.031916,0.524228,0.716304,0.564144,0.340912
0.70003,0.569802,0.496282,0.559292,0.069545,0.518456,0.102582,0.289839,0.462637
0.536327,0.500149,0.196183,0.317603,0.421849,0.541365,0.68634,0.641708,0.633675
0.387601,0.942552,0.724198,0.726954,0.984687,0.469283,0.560981,0.895692,0.571755
0.933106,0.799485,0.542314,0.212901,0.612316,0.27394,0.939723,0.260525,0.598659
0.570774,0.475992,0.815673,0.627569,0.819893,0.925271,0.597273,0.356058,0.1537
0.291778,0.973089,0.882865,0.447611,0.198024,0.259866,0.815768,0.715007,0.344354
0.555399,0.99525,0.110007,0.972011,0.556161,0.436014,0.573943,0.873911,0.543275
0.908367,0.425061,0.453846,0.40803,0.132533,0.25629,0.765251,0.491214,0.33355
0.800285,0.036629,0.007989,0.983537,0.96009,0.350202,0.648243,0.50689,0.967053
0.400065,0.192304,0.939011,0.05936,0.242948,0.355437,0.356027,0.778267,0.384166
0.403423,0.417053,0.691908,0.982946,0.510768,0.31863,0.753345,0.249362,0.053649
0.825268,0.469163,0.877879,0.124903,0.29255,0.84793,0.569129,0.882727,0.286719
0.258281,0.204589,0.317497,0.175899,0.085394,0.70304,0.870504,0.542383,0.781474
0.613444,0.85705,0.543514,0.953419,0.775678,0.10068,0.393159,0.847024,0.531156
0.39259,0.897491,0.984707,0.044393,0.16549,0.624638,0.736913,0.945359,0.287565
0.763965,0.52355,0.655164,0.532787,0.802697,0.709045,0.432717,0.366344,0.494305
0.016232,0.208007,0.361638,0.011624,0.217763,0.004549,0.505125,0.467374,0.431355
0.781233,0.309076,0.362815,0.978909,0.263604,0.334919,0.307887,0.149396,0.374762
0.224852,0.833434,0.144842,0.294722,0.641862,0.56306,0.771986,0.063647,0.438931
0.798072,0.007653,0.899727,0.29295,0.346294,0.011915,0.827725,0.997538,0.354059
0.215289,0.231887,0.490557,0.520412,0.259053,0.101044,0.508647,0.662523,0.635909
0.091307,0.626816,0.985138,0.095796,0.155651,0.750186,0.487957,0.461552,0.299537
0.48435,0.65407,0.913158,0.154232,0.458855,0.310361,0.804645,0.37637,0.466574
0.87178,0.678887,0.217908,0.924353,0.87355,0.911523,0.655329,0.836837,0.541521
0.923565,0.748052,0.848514,0.700209,0.913109,0.244201,0.436493,0.873166,0.404595
0.222107,0.09952,0.810975,0.863271,0.712488,0.226056,0.951316,0.963866,0.396389
0.677731,0.109414,0.916523,0.462712,0.23956,0.331068,0.405032,0.179928,0.370523
0.790533,0.384869,0.765995,0.681033,0.571207,0.840304,0.260224,0.805419,0.386178
0.508357,0.592856,0.9861,0.693145,0.977193,0.550144,0.814639,0.231277,0.145205
0.317271,0.934185,0.079914,0.190415,0.660228,0.983551,0.598162,0.168641,0.363702
0.974984,0.199261,0.722301,0.830578,0.997062,0.543152,0.770271,0.258852,0.160563
0.357084,0.319633,0.672877,0.193878,0.577593,0.499765,0.006383,0.247113,0.542632
0.074377,0.252169,0.050041,0.020125,0.305352,0.473956,0.080729,0.119235,0.606757
0.954265,0.480713,0.674555,0.80272,0.216231,0.795376,0.440542,0.533874,0.110969
0.149379,0.298648,0.253815,0.151224,0.524628,0.636007,0.001718,0.941054,0.524862
0.419452,0.581432,0.29706,0.398439,0.21491,0.742321,0.682184,0.072886,0.466862
0.201237,0.955196,0.063713,0.838354,0.320501,0.141572,0.716143,0.160455,0.333267
0.939951,0.299035,0.439078,0.844867,0.803146,0.729677,0.38846,0.782056,0.6665
0.599417,0.089026,0.832945,0.264164,0.772607,0.6931,0.776037,0.877937,0.346041
0.666836,0.757559,0.155485,0.901275,0.558992,0.08515,0.902106,0.101285,0.485431
0.693165,0.880092,0.763679,0.971455,0.703778,0.677283,0.449856,0.09848,0.217158
0.162367,0.132374,0.073823,0.05158,0.860044,0.305959,0.517629,0.990969,0.768526
0.696918,0.248193,0.352626,0.267546,0.940631,0.948562,0.426774,0.339892,0.579871
0.244091,0.662466,0.907889,0.719782,0.239263,0.613584,0.642183,0.230637,0.170911
0.131517,0.777853,0.653261,0.712586,0.579855,0.974119,0.518002,0.409457,0.07194
0.237386,0.93919,0.377216,0.8188,0.305818,0.056312,0.692594,0.500951,0.534527
0.451013,0.303186,0.175572,0.315163,0.054276,0.120013,0.663836,0.029808,0.369258
0.618809,0.855527,0.338768,0.726233,0.830259,0.48204,0.383328,0.722993,0.720069
0.555662,0.300073,0.014386,0.100639,0.411477,0.637693,0.52954,0.979684,0.663914
0.329214,0.535996,0.450293,0.510454,0.675759,0.076978,0.581329,0.828929,0.52672
0.682202,0.371746,0.311413,0.80582,0.994831,0.364413,0.889012,0.063336,0.341653
0.934058,0.044528,0.280761,0.230528,0.083888,0.15057,0.402219,0.781642,0.62261
0.562104,0.93903,0.157378,0.7745,0.459853,0.931626,0.994846,0.934583,0.502633
0.587415,0.612224,0.582649,0.024125,0.644527,0.041716,0.912231,0.406639,0.673248
0.952872,0.428569,0.683788,0.01153,0.134634,0.865326,0.600043,0.16879,0.439488
0.75286,0.988567,0.41781,0.406214,0.267688,0.99896,0.374497,0.766754,0.445058
0.384071,0.109201,0.388007,0.459312,0.26886,0.456472,0.140187,0.902644,0.573523
0.604015,0.815939,0.526883,0.5605,0.960022,0.020731,0.625179,0.019545,0.652902
0.927121,0.993815,0.472668,0.61864,0.114138,0.240504,0.771668,0.366811,0.205054
0.983262,0.306318,0.331798,0.437044,0.815617,0.099227,0.471787,0.301284,0.613439
0.470376,0.483424,0.878077,0.436698,0.336935,0.216545,0.070187,0.845115,0.369629
0.02404,0.869607,0.633549,0.625867,0.97696,0.519109,0.297346,0.879694,0.569588
0.997992,0.921992,0.104325,0.843618,0.757024,0.509208,0.631992,0.606286,0.745744
0.018551,0.2889,0.959719,0.270604,0.6821,0.130893,0.256791,0.01132,0.437824
0.76228,0.768229,0.716063,0.096542,0.557674,0.305656,0.125838,0.2277,0.356988
0.6955,0.193004,0.840158,0.676618,0.559685,0.844179,0.485637,0.09609,0.142779
0.405671,0.170112,0.370062,0.516773,0.342999,0.66817,0.803609,0.841132,0.503875
0.604193,0.448674,0.94878,0.971424,0.885506,0.182797,0.237147,0.989571,0.273061
0.919298,0.873932,0.880263,0.53288,0.84171,0.440363,0.012815,0.858763,0.273943
0.51039,0.602343,0.377704,0.575379,0.83577,0.327822,0.169897,0.089383,0.670921
0.49716,0.375353,0.365111,0.598087,0.023767,0.300674,0.889643,0.205063,0.25995
0.142485,0.664528,0.743381,0.125929,0.123318,0.13888,0.01239,0.92397,0.382632
0.568168,0.425443,0.934796,0.41635,0.101846,0.508738,0.037176,0.15983,0.332025
0.494703,0.462622,0.865663,0.759187,0.254155,0.248499,0.558693,0.28632,0.251258
0.859958,0.266332,0.014157,0.76228,0.836836,0.443906,0.501179,0.546872,0.83665
0.254021,0.500929,0.611273,0.727865,0.930235,0.876674,0.983874,0.229794,0.456844
0.007521,0.039696,0.737909,0.517343,0.531895,0.684005,0.547066,0.264097,0.522198
0.392153,0.736417,0.980133,0.536108,0.321206,0.26645,0.105399,0.338676,0.501596
0.433529,0.581351,0.801455,0.810003,0.658132,0.068254,0.025954,0.816377,0.380199
0.777779,0.585278,0.933539,0.507769,0.768735,0.778172,0.96784,0.271254,0.232259
0.168261,0.58231,0.728917,0.683846,0.476384,0.554764,0.098604,0.531479,0.614952
0.751827,0.711506,0.857467,0.950084,0.449732,0.612297,0.830876,0.717779,0.172147
0.020438,0.931732,0.272759,0.00659,0.56565,0.342238,0.446411,0.42403,0.644742
0.472617,0.966699,0.657418,0.395871,0.587044,0.529197,0.638498,0.232646,0.510167
0.692466,0.611234,0.239872,0.698684,0.118706,0.01168,0.605289,0.158107,0.361067
0.424585,0.793838,0.975276,0.244157,0.588597,0.156583,0.531196,0.356255,0.529546
0.479152,0.576742,0.162125,0.746341,0.215846,0.96809,0.415061,0.033365,0.500696
0.51641,0.131405,0.357131,0.930212,0.053095,0.739287,0.799516,0.445706,0.387846
0.671301,0.968151,0.619839,0.140558,0.985655,0.162156,0.459318,0.261991,0.592303
0.721164,0.01703,0.691173,0.186097,0.880532,0.622169,0.534506,0.97545,0.428313
0.718398,0.810839,0.528717,0.297146,0.264705,0.234067,0.044616,0.716752,0.411497
0.232453,0.280715,0.288501,0.017786,0.133734,0.938728,0.583012,0.176656,0.788169
0.546056,0.206603,0.217262,0.504049,0.14904,0.380623,0.176888,0.857883,0.750513
0.882894,0.714484,0.986696,0.19256,0.357397,0.520188,0.371342,0.30836,0.287237
0.709502,0.971263,0.091657,0.883064,0.845228,0.6333,0.117902,0.677232,0.641964
0.722273,0.306537,0.070064,0.013331,0.969983,0.263035,0.129554,0.487919,0.37036
0.353254,0.160164,0.18037,0.650045,0.50811,0.68712,0.944751,0.174685,0.51169
0.704492,0.270126,0.975657,0.063865,0.61502,0.601476,0.091727,0.771432,0.360034
0.531203,0.257463,0.573198,0.675707,0.257245,0.52075,0.271014,0.469145,0.566059
0.275664,0.45169,0.851696,0.210641,0.767027,0.078736,0.127808,0.88634,0.231763
0.746938,0.55421,0.275548,0.650575,0.774356,0.904319,0.589941,0.205185,0.19131
0.86538,0.46709,0.53323,0.960022,0.947824,0.194308,0.601381,0.975254,0.534805
0.372158,0.354467,0.138892,0.971168,0.120435,0.859254,0.853265,0.425083,0.699251
0.392192,0.661758,0.895609,0.244521,0.649791,0.972017,0.686922,0.90812,0.313182
0.086731,0.891024,0.285084,0.864452,0.59233,0.731278,0.341416,0.994898,0.641973
0.579252,0.847333,0.808155,0.307425,0.959778,0.581105,0.214249,0.326192,0.586842
0.766522,0.583358,0.535489,0.711256,0.001416,0.232458,0.211866,0.152992,0.402222
0.985105,0.320766,0.102705,0.460574,0.49714,0.898503,0.171193,0.450406,0.661007
0.437939,0.297314,0.7422,0.76598,0.273747,0.481083,0.667972,0.184988,0.143788
0.901135,0.163546,0.090948,0.888031,0.084442,0.553537,0.900199,0.783845,0.351819
0.271328,0.114771,0.146094,0.456642,0.770369,0.006255,0.411246,0.93166,0.492283
0.868211,0.414149,0.941761,0.713541,0.943467,0.999208,0.694314,0.310959,0.256058
0.9537,0.65119,0.908549,0.865911,0.894157,0.632915,0.565062,0.338584,0.335946
0.658981,0.282677,0.743615,0.817699,0.224124,0.793876,0.522015,0.264095,0.229718
0.672198,0.186718,0.868396,0.811629,0.157491,0.41984,0.130103,0.300955,0.418107
0.808665,0.533722,0.941829,0.827594,0.376793,0.486517,0.16439,0.33001,0.30134
0.240977,0.153188,0.049543,0.060676,0.800997,0.863133,0.341554,0.276026,0.886317
0.793699,0.037537,0.29541,0.093701,0.648727,0.14754,0.542388,0.672554,0.453345
0.721438,0.446694,0.346314,0.947336,0.72025,0.021732,0.494668,0.910914,0.419321
0.309489,0.5884,0.837806,0.843615,0.686728,0.06747,0.575231,0.916973,0.475989
0.192806,0.047014,0.848969,0.223167,0.333424,0.605366,0.40538,0.666113,0.560548
0.251351,0.718112,0.44999,0.109088,0.980834,0.883635,0.104669,0.746089,0.623057
0.140529,0.946731,0.216127,0.463895,0.862402,0.648781,0.762533,0.865162,0.684253
0.691846,0.028533,0.919207,0.555638,0.579534,0.380303,0.962246,0.552783,0.266733
0.998095,0.137938,0.868459,0.934719,0.907956,0.139868,0.094595,0.499743,0.417402
0.760137,0.748834,0.000727,0.859287,0.126423,0.112256,0.465259,0.753127,0.613481
0.682429,0.254391,0.901556,0.532033,0.283431,0.139868,0.356504,0.045618,0.299516
0.747404,0.822218,0.229131,0.356681,0.829032,0.112444,0.760458,0.217078,0.778279
0.691697,0.523428,0.461071,0.269058,0.784455,0.296812,0.090886,0.705834,0.319836
0.502621,0.163263,0.441608,0.111984,0.654393,0.247003,0.141911,0.821724,0.183166
0.9364,0.351936,0.340604,0.11987,0.941729,0.304417,0.591255,0.052726,0.666754
0.925465,0.120084,0.868857,0.618431,0.676004,0.033366,0.700901,0.602709,0.444104
0.152797,0.698292,0.685536,0.908898,0.120402,0.559498,0.262471,0.958512,0.511991
0.858061,0.86519,0.798688,0.044755,0.097371,0.162468,0.569716,0.262538,0.232678
0.366051,0.692924,0.425411,0.612089,0.0498,0.85232,0.726584,0.158501,0.492603
0.760508,0.636502,0.132832,0.356368,0.602916,0.465653,0.84903,0.972154,0.586986
0.910491,0.446345,0.053144,0.013473,0.851144,0.284816,0.521364,0.374428,0.824908
0.493821,0.731172,0.826288,0.040304,0.383814,0.669751,0.18307,0.22304,0.436316
0.02813,0.429474,0.275047,0.834615,0.791308,0.750919,0.261691,0.8354,0.872913
0.728669,0.20615,0.12158,0.009474,0.81664,0.612906,0.464415,0.736332,0.84065
0.85028,0.105231,0.955,0.848514,0.535222,0.580609,0.174112,0.004502,0.195095
0.609861,0.093594,0.407391,0.542764,0.240958,0.896052,0.714575,0.720962,0.382862
0.176356,0.520839,0.296296,0.634818,0.073554,0.293346,0.040792,0.873717,0.73421
0.785851,0.652141,0.236695,0.231435,0.798061,0.003426,0.312972,0.219141,0.426521
0.822031,0.258016,0.58121,0.00469,0.308215,0.478146,0.228343,0.345204,0.325596
0.869169,0.750677,0.490113,0.479216,0.335556,0.20545,0.066331,0.439427,0.441142
0.043146,0.229468,0.521791,0.971106,0.805153,0.082266,0.4903,0.810248,0.693164
0.096107,0.975539,0.899931,0.202119,0.486894,0.225118,0.165741,0.342102,0.407542
0.138371,0.177899,0.915441,0.477848,0.069637,0.564925,0.047768,0.340626,0.533733
0.419046,0.317,0.578894,0.990412,0.976678,0.360589,0.550239,0.562726,0.607111
0.389798,0.999942,0.580158,0.55878,0.018503,0.895479,0.435678,0.476918,0.202628
0.840629,0.284399,0.808924,0.725085,0.654417,0.668668,0.270432,0.428154,0.366555
0.419786,0.127586,0.455419,0.810929,0.33775,0.541686,0.352914,0.49409,0.472416
0.825382,0.779769,0.445686,0.062345,0.671924,0.875874,0.44405,0.805401,0.638455
0.178295,0.139156,0.875799,0.143755,0.550198,0.235669,0.955351,0.933484,0.517589
0.384379,0.224937,0.360396,0.904613,0.921984,0.859855,0.22196,0.948766,0.802027
0.779496,0.832632,0.489747,0.053502,0.867003,0.064203,0.792124,0.584224,0.651144
0.024826,0.537865,0.364659,0.559407,0.908409,0.707518,0.229575,0.504285,0.928082
0.204298,0.780901,0.148887,0.264253,0.732113,0.357025,0.758876,0.032076,0.574046
0.381508,0.152038,0.874388,0.383952,0.048235,0.006225,0.509886,0.809907,0.369763
0.539437,0.709073,0.640362,0.435981,0.303059,0.496206,0.301324,0.600018,0.454983
0.642456,0.043569,0.602978,0.59217,0.689397,0.672347,0.477624,0.750408,0.65238
0.964698,0.814774,0.332623,0.7082,0.191826,0.373799,0.15987,0.381637,0.543642
0.49542,0.410337,0.750191,0.128042,0.384148,0.855716,0.386772,0.288477,0.449917
0.898545,0.585951,0.389951,0.909691,0.398789,0.527687,0.413045,0.778666,0.530252
0.73208,0.888864,0.203841,0.36207,0.457967,0.640563,0.93251,0.949844,0.45949
0.158975,0.539427,0.43877,0.813247,0.94817,0.29576,0.38329,0.699956,0.765129
0.694301,0.028079,0.652864,0.015992,0.932703,0.569479,0.890636,0.101421,0.470811
0.260241,0.511398,0.713529,0.363727,0.004247,0.877104,0.704784,0.382397,0.266855
0.549846,0.988904,0.246626,0.649126,0.084357,0.91341,0.514851,0.059133,0.681566
0.573309,0.780509,0.47643,0.625771,0.352336,0.957663,0.746846,0.194769,0.533435
0.890241,0.569492,0.570144,0.234657,0.795458,0.54977,0.344728,0.045737,0.494755
0.18628,0.300802,0.515374,0.152058,0.566242,0.702064,0.865294,0.225354,0.420477
0.562703,0.786053,0.044912,0.400252,0.534604,0.709041,0.830562,0.696878,0.479697
0.656075,0.73776,0.471609,0.307268,0.856723,0.93509,0.180121,0.413896,0.708382
0.843462,0.140574,0.546277,0.079897,0.132429,0.253973,0.702395,0.052528,0.47643
0.022232,0.050348,0.412965,0.034501,0.210324,0.40884,0.362426,0.273875,0.49605
0.613408,0.74418,0.960406,0.323763,0.260419,0.649941,0.278492,0.542276,0.40065
0.786028,0.039917,0.258436,0.217239,0.118081,0.874512,0.7998,0.052028,0.79503
0.79616,0.444981,0.953958,0.504648,0.093086,0.356458,0.228387,0.882008,0.414863
0.070134,0.814583,0.899715,0.262446,0.043492,0.472181,0.795738,0.467387,0.291091
0.644099,0.212012,0.291153,0.030175,0.603087,0.978964,0.970691,0.375606,0.373038
0.567374,0.616526,0.796899,0.646203,0.730014,0.468353,0.003273,0.006461,0.440712
0.147329,0.729093,0.356332,0.511436,0.769996,0.655305,0.819066,0.634565,0.594621
0.97532,0.493812,0.188496,0.292101,0.675433,0.011996,0.998086,0.937198,0.641694
0.002555,0.434406,0.537588,0.264322,0.515736,0.476257,0.366406,0.312019,0.695416
0.937152,0.088197,0.387759,0.54257,0.766925,0.465647,0.170025,0.136443,0.788705
0.564164,0.830118,0.360803,0.36935,0.063876,0.187863,0.040378,0.532161,0.725635
0.211495,0.283003,0.329577,0.114659,0.153369,0.574222,0.358913,0.1645,0.557146
0.336782,0.658883,0.551543,0.062947,0.1109,0.578963,0.247456,0.723175,0.26718
0.87763,0.571355,0.909054,0.260545,0.415335,0.230932,0.246556,0.04535,0.30698
0.244494,0.594055,0.239844,0.094628,0.509189,0.258298,0.126081,0.728859,0.322347
0.9109,0.08193,0.501956,0.517798,0.743338,0.086338,0.566363,0.495725,0.695373
0.37409,0.504192,0.545948,0.193657,0.682881,0.645857,0.395518,0.278888,0.661404
0.870814,0.880871,0.880908,0.30094,0.686477,0.26397,0.385792,0.736348,0.379496
0.701489,0.219284,0.211736,0.757333,0.120013,0.39214,0.943627,0.272615,0.381265
0.060949,0.818372,0.125224,0.61215,0.560241,0.033893,0.204092,0.39073,0.666415
0.279754,0.880019,0.190862,0.389492,0.692338,0.409114,0.5231,0.999599,0.668202
0.481467,0.889209,0.312381,0.527844,0.611815,0.253356,0.357599,0.271848,0.697534
0.413607,0.339016,0.552394,0.965588,0.403505,0.058994,0.173758,0.500629,0.691277
0.977613,0.001376,0.215803,0.486504,0.69685,0.184959,0.780505,0.631484,0.862748
0.528961,0.745745,0.473491,0.416027,0.437951,0.7731,0.985346,0.194025,0.323435
0.588401,0.33071,0.165436,0.336763,0.577762,0.331694,0.267993,0.560395,0.531183
0.52499,0.417488,0.994734,0.62031,0.129932,0.356521,0.359935,0.335891,0.384475
0.862354,0.77119,0.177269,0.492852,0.256278,0.533757,0.422698,0.034835,0.289232
0.519301,0.960987,0.859403,0.074134,0.530252,0.632928,0.13183,0.136267,0.496062
0.250734,0.622639,0.812776,0.205798,0.716775,0.018544,0.185016,0.570097,0.234101
0.765916,0.470541,0.186051,0.287384,0.278617,0.500512,0.957727,0.268676,0.530069
0.805278,0.356042,0.445372,0.009539,0.925179,0.027315,0.146537,0.242877,0.217517
0.316128,0.128845,0.598806,0.951937,0.550933,0.881427,0.326875,0.978749,0.449471
0.769309,0.936055,0.217505,0.134603,0.266197,0.550366,0.859326,0.115433,0.597567
0.834225,0.614254,0.0676,0.139779,0.210964,0.71932,0.548977,0.698879,0.376656
0.793133,0.554343,0.761333,0.102937,0.003642,0.659434,0.223152,0.02052,0.230298
0.207274,0.703838,0.642488,0.128166,0.908411,0.38863,0.827978,0.733765,0.607172
0.397339,0.065068,0.329219,0.002011,0.763328,0.069183,0.754956,0.886599,0.570738
0.582908,0.129167,0.525605,0.462051,0.620994,0.375616,0.630312,0.56238,0.688738
0.218476,0.346783,0.994465,0.586636,0.657121,0.394992,0.02815,0.667059,0.520591
0.648406,0.527156,0.655229,0.72312,0.786133,0.972434,0.870935,0.641301,0.111713
0.957005,0.805074,0.456928,0.798892,0.86764,0.7468,0.628849,0.05995,0.234357
0.210337,0.389818,0.813217,0.832269,0.593405,0.396664,0.447381,0.917603,0.468731
0.867084,0.760244,0.5985,0.603425,0.012678,0.065207,0.932077,0.248283,0.100683
0.006625,0.000543,0.06834,0.798315,0.77049,0.583435,0.100987,0.750171,0.726814
0.328423,0.736324,0.199881,0.142232,0.98224,0.368837,0.872598,0.401654,0.84793
0.391175,0.00685,0.885341,0.325514,0.487925,0.473347,0.575781,0.45644,0.545869
0.989952,0.733836,0.713097,0.62687,0.410575,0.565138,0.657419,0.514727,0.343967
0.913397,0.192797,0.97735,0.707352,0.516895,0.937071,0.553286,0.387267,0.370248
0.33926,0.688515,0.021869,0.872907,0.242125,0.534602,0.638991,0.847459,0.31441
0.516181,0.548249,0.21234,0.352975,0.669021,0.832342,0.88489,0.253803,0.212628
0.81803,0.290253,0.265225,0.002987,0.771264,0.764673,0.146447,0.454458,0.719469
0.617316,0.504648,0.04839,0.861271,0.979022,0.725413,0.819098,0.232746,0.259527
0.460418,0.542131,0.924355,0.869576,0.400418,0.044368,0.525941,0.838937,0.47437
0.674633,0.480883,0.377656,0.40213,0.832869,0.414619,0.116334,0.124575,0.673423
0.727798,0.157452,0.571193,0.85664,0.271946,0.764253,0.77151,0.229377,0.187642
0.203293,0.704695,0.155503,0.056109,0.827322,0.672418,0.826484,0.252929,0.56165
0.48087,0.467248,0.064045,0.361921,0.05214,0.557494,0.640183,0.789974,0.261263
0.394358,0.019201,0.02028,0.299256,0.942752,0.499173,0.920502,0.855784,0.879298
0.485036,0.305526,0.507322,0.473218,0.882432,0.521009,0.594145,0.054202,0.50531
0.395925,0.169093,0.734542,0.200996,0.183784,0.427814,0.266711,0.394943,0.439443
0.81738,0.337459,0.390886,0.602686,0.243522,0.480023,0.826158,0.758249,0.342705
0.702573,0.836209,0.906656,0.38733,0.161897,0.7379,0.17009,0.068852,0.206247
0.282607,0.639349,0.936166,0.200874,0.431391,0.857811,0.134893,0.422565,0.450749
0.425018,0.283464,0.882093,0.562611,0.344539,0.734282,0.655549,0.624859,0.184672
0.750018,0.41669,0.127634,0.089677,0.772361,0.066575,0.14054,0.942199,0.353635
0.620821,0.351531,0.702426,0.339614,0.412003,0.568663,0.550247,0.299478,0.432084
0.372099,0.324816,0.655176,0.52596,0.512879,0.172637,0.558757,0.521845,0.633784
0.408051,0.35602,0.558803,0.317819,0.75675,0.721739,0.570654,0.928781,0.654798
0.604523,0.76616,0.93127,0.343311,0.077838,0.302922,0.491019,0.965091,0.347798
0.476794,0.422608,0.598541,0.641116,0.7977,0.90555,0.258699,0.752565,0.534217
0.888392,0.818798,0.755192,0.046299,0.237841,0.893177,0.187288,0.615201,0.359664
0.103237,0.037987,0.430031,0.545757,0.680975,0.977558,0.136194,0.735854,0.812127
0.977175,0.007862,0.785989,0.917495,0.649082,0.836201,0.521632,0.981145,0.245357
0.181728,0.744755,0.014032,0.477425,0.685091,0.622505,0.698447,0.36725,0.746019
0.069761,0.705341,0.499008,0.877251,0.817362,0.87188,0.01546,0.671688,0.699212
0.383031,0.324884,0.004223,0.335341,0.662954,0.131924,0.620997,0.374455,0.847083
0.126054,0.497336,0.659707,0.738328,0.802911,0.629682,0.488015,0.678264,0.596259
0.423225,0.658721,0.717345,0.299944,0.814089,0.473507,0.7807,0.811628,0.583601
0.621656,0.835567,0.383801,0.034337,0.666525,0.250542,0.258985,0.517488,0.416222
0.409259,0.850239,0.834125,0.584072,0.821061,0.761351,0.998721,0.750751,0.073518
0.901842,0.418715,0.986005,0.652362,0.833865,0.900104,0.043745,0.152357,0.276659
0.15343,0.388117,0.474335,0.994078,0.00122,0.3693,0.938351,0.781554,0.387586
0.511211,0.167002,0.350428,0.152074,0.21553,0.25226,0.536226,0.452417,0.412284
0.287888,0.189231,0.974231,0.670837,0.742303,0.628914,0.936922,0.963031,0.062776
