@relation Folds5x2_pp-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute ﻿AT numeric
@attribute V numeric
@attribute AP numeric
@attribute RH numeric
@attribute PE numeric

@data
0.413031,0.487367,0.780252,0.38941,0.51947
0.27932,0.192527,0.572631,0.480965,0.695364
0.568272,0.78452,0.523385,0.611662,0.26106
0.436827,0.262633,0.510517,0.750536,0.476026
0.749575,0.733096,0.35808,0.407909,0.175629
0.296317,0.281317,0.656273,0.436193,0.726755
0.61728,0.420285,0.557288,0.304558,0.373113
0.276771,0.272242,0.596634,0.959383,0.611391
0.749292,0.837544,0.341252,0.626542,0.078675
0.673938,0.588968,0.580302,0.550134,0.286358
0.281303,0.271174,0.520168,0.871448,0.709669
0.743343,0.800712,0.342489,0.520912,0.182781
0.795751,0.701601,0.59416,0.304021,0.280132
0.367139,0.42331,0.684732,0.733378,0.628609
0.315014,0.358541,0.553823,0.827212,0.656556
0.253258,0.349644,0.639446,0.906166,0.678278
0.476771,0.753559,0.270973,0.858847,0.291391
0.23966,0.271886,0.686464,0.791421,0.724901
0.715864,0.724021,0.604801,0.390349,0.254437
0.248725,0.2879,0.669389,0.647721,0.752185
0.589235,0.332562,0.316753,0.686059,0.307152
0.670538,0.597687,0.597129,0.343164,0.26702
0.53966,0.461566,0.473645,0.896783,0.389536
0.232861,0.289324,0.536006,0.939008,0.562517
0.62153,0.767794,0.502846,0.676273,0.282781
0.24221,0.325801,0.476862,0.69008,0.768344
0.611898,0.883096,0.354615,0.790751,0.294702
0.679887,0.732206,0.585004,0.491019,0.229272
0.537677,0.568683,0.484534,0.596917,0.343311
0.506516,0.556762,0.691166,0.616354,0.446358
0.689802,0.683274,0.424152,0.579223,0.224901
0.513598,0.234164,0.631279,0.406702,0.400265
0.813314,0.825801,0.329869,0.413405,0.077881
0.656941,0.606228,0.369958,0.581099,0.238675
0.548159,0.450178,0.525612,0.632842,0.471523
0.597167,0.849644,0.340757,0.637399,0.263444
0.13711,0.233808,0.522643,0.831635,0.944106
0.635411,0.82242,0.427122,0.879088,0.231656
0.64051,0.733096,0.226429,0.792761,0.184371
0.326062,0.335231,0.671368,0.713405,0.600132
0.623796,0.818683,0.226429,0.525737,0.305033
0.764306,0.767794,0.498144,0.499732,0.162252
0.369972,0.184164,0.560257,0.430831,0.642252
0.246742,0.27847,0.679535,0.911796,0.615762
0.585836,0.638968,0.660975,0.422788,0.374172
0.087252,0.364947,0.363524,0.989142,0.826887
0.253541,0.274377,0.765157,0.836461,0.658411
0.490085,0.597687,0.598367,0.803351,0.39245
0.436827,0.280071,0.236575,0.580697,0.581722
0.773088,0.854804,0.456818,0.425603,0.219735
0.11813,0.253559,0.603316,0.794906,0.82
0.571671,0.304626,0.467211,0.649866,0.481987
0.65949,0.82242,0.427617,0.810322,0.188742
0.808499,0.785587,0.422173,0.183378,0.129934
0.154958,0.257117,0.61173,0.831099,0.830993
0.545892,0.383808,0.534521,0.5063,0.445166
0.411615,0.281139,0.333333,0.669705,0.560265
0.730312,0.829359,0.389755,0.839946,0.226093
0.394901,0.242705,0.569661,0.59008,0.536026
0.569122,0.392705,0.344222,0.468097,0.422119
0.644759,0.73274,0.28582,0.771984,0.160927
0.513881,0.448932,0.57461,0.639008,0.516689
0.335694,0.270285,0.311062,0.944504,0.628344
0.564306,0.642171,0.430092,0.885121,0.298278
0.375637,0.454093,0.530562,0.999464,0.584238
0.821813,0.952135,0.474388,0.60496,0.155629
0.81813,0.792349,0.519921,0.231769,0.142384
0.569405,0.591815,0.570651,0.634182,0.396954
0.197167,0.274199,0.461519,0.858177,0.798675
0.21983,0.487367,0.728285,0.668097,0.671126
0.361473,0.22242,0.731255,0.579893,0.573775
0.926912,0.848221,0.510765,0.149866,0.222119
0.53966,0.568683,0.429349,0.684718,0.347285
0.595751,0.816548,0.222965,0.950268,0.18
0.647025,0.698754,0.683742,0.373861,0.341457
0.802833,0.746619,0.518189,0.097051,0.220662
0.452975,0.32669,0.391487,0.709651,0.512053
0.258924,0.274911,0.57659,0.702413,0.716556
0.4983,0.432918,0.494927,0.669839,0.468079
0.687819,0.425979,0.269735,0.544638,0.259073
0.763456,0.620463,0.424152,0.43807,0.227285
0.767705,0.807117,0.415986,0.562198,0.260662
0.288669,0.281317,0.658005,0.44437,0.717086
0.677054,0.814591,0.423905,0.547319,0.161589
0.480737,0.671352,0.651571,0.73244,0.431788
0.535977,0.614057,0.648107,0.736193,0.330066
0.599433,0.690214,0.69562,0.603887,0.394834
0.321813,0.241103,0.585499,0.65563,0.667152
0.334278,0.281139,0.682999,0.663941,0.561722
0.808215,0.760142,0.444444,0.319571,0.10702
0.827479,0.801423,0.330364,0.701072,0.147152
0.305666,0.291459,0.723583,0.567426,0.714834
0.481586,0.42331,0.690423,0.556702,0.523841
0.520113,0.582918,0.557288,0.722654,0.463444
0.164306,0.282918,0.399901,0.96193,0.800265
0.644193,0.571886,0.55605,0.494504,0.358146
0.310482,0.201957,0.504826,0.81555,0.732848
0.784419,0.845196,0.290522,0.356702,0.253907
0.154391,0.282206,0.543677,0.968633,0.907152
0.394618,0.814591,0.662212,0.541287,0.490464
0.566006,0.584342,0.601831,0.552011,0.353377
0.208782,0.250178,0.804751,0.588472,0.708874
0.522096,0.588078,0.515714,0.992359,0.387152
0.580737,0.459609,0.408067,0.726005,0.324238
0.41983,0.245552,0.320713,0.622788,0.530199
0.556657,0.880961,0.404355,0.817962,0.334305
0.545326,0.668149,0.470923,0.669705,0.463046
0.766289,0.854804,0.457313,0.44504,0.252583
0.702266,0.641459,0.481564,0.386863,0.41245
0.335977,0.348043,0.75996,0.801475,0.628477
0.461473,0.403915,0.558773,0.762869,0.447417
0.588669,0.73274,0.3024,0.898928,0.217616
0.792351,0.811744,0.369463,0.697453,0.212715
0.579037,0.612811,0.591438,0.582574,0.415629
0.809348,0.868327,0.360059,0.659651,0.166623
0.435411,0.270285,0.187577,0.622922,0.549272
0.418414,0.343772,0.707993,0.775067,0.511391
0.280737,0.276868,0.753774,0.84437,0.604238
0.607365,0.685053,0.616927,0.456836,0.329272
0.238527,0.286477,0.682009,0.796113,0.802781
0.666289,0.413523,0.238802,0.574933,0.294305
0.103966,0.261744,0.661717,0.536997,1
0.621246,0.424377,0.492205,0.227078,0.363046
0.71983,0.731851,0.508785,0.225871,0.224901
0.482153,0.588968,0.592923,0.825737,0.389007
0.907082,0.75694,0.32294,0.057641,0.104106
0.650425,0.588078,0.516951,0.737399,0.344503
0.757507,0.871352,0.467211,0.640483,0.082384
0.674221,0.480427,0.52487,0.500536,0.412715
0.242776,0.220107,0.707993,0.663003,0.725298
0.723513,0.785053,0.386538,0.539544,0.159603
0.075921,0.23274,0.558773,0.689008,0.867815
0.585836,0.593416,0.417223,0.681903,0.305563
0.289802,0.262278,0.532789,0.859115,0.715497
0.724646,0.779004,0.394209,0.707641,0.198146
0.564306,0.444128,0.386538,0.791689,0.289272
0.165156,0.260854,0.957436,0.611662,0.783709
0.894334,0.813167,0.376392,0.526408,0.141987
0.20255,0.261388,0.569661,0.855764,0.622252
0.580737,0.8,0.404108,0.857507,0.232715
0.304816,0.328114,0.750062,0.419437,0.614834
0.361473,0.009253,0.396684,0.58445,0.580795
0.351558,0.413523,0.330859,0.837668,0.522252
0.37762,0.222242,0.431576,0.787399,0.636424
0.636827,0.668149,0.498639,0.54008,0.290331
0.352125,0.251957,0.626825,0.692091,0.639073
0.369405,0.342883,0.687454,0.672922,0.527152
0.172238,0.249288,0.578817,0.792225,0.841854
0.346459,0.270463,0.631279,0.539276,0.698278
0.803683,0.762989,0.406335,0.516086,0.094305
0.347309,0.370463,0.615689,0.834718,0.593245
0.465156,0.349644,0.478842,0.647453,0.447682
0.6,0.63452,0.42044,0.75067,0.272715
0.410482,0.2379,0.220243,0.641957,0.601854
0.724079,0.840214,0.377877,0.728954,0.103179
0.651841,0.603381,0.49171,0.627078,0.325166
0.498584,0.42758,0.69166,0.755094,0.383841
0.41983,0.506406,0.551596,0.543298,0.503709
0.137677,0.190747,0.728038,0.77681,0.877616
0.591501,0.513167,0.495669,0.536059,0.317881
0.640793,0.745374,0.621133,0.652949,0.215099
0.312748,0.266726,0.455333,0.746783,0.694437
0.604533,0.731673,0.267756,0.676139,0.203444
0.723513,0.935765,0.607275,0.640751,0.229801
0.33966,0.35089,0.769611,0.726005,0.615232
0.167139,0.225979,0.69562,0.776273,0.828079
0.906799,0.835053,0.390497,0.286729,0.157219
0.475921,0.399822,0.335066,0.714879,0.449669
0.452975,0.375801,0.355853,0.747319,0.429139
0.716431,0.488968,0.331354,0.379223,0.249272
0.383853,0.28452,0.235338,0.886193,0.592715
0.187252,0.215836,0.404108,0.758579,0.776291
0.52238,0.685943,0.405345,0.970643,0.372318
0.277337,0.259786,0.464242,0.740349,0.701457
0.343909,0.814591,0.664934,0.669571,0.541987
0.571671,0.459609,0.403366,0.764343,0.353245
0.744759,0.63452,0.455085,0.448928,0.228344
0.25864,0.243416,0.715664,0.810456,0.780662
0.516431,0.42758,0.686216,0.714209,0.389007
0.446459,0.326335,0.560257,0.558445,0.57457
0.357507,0.257295,0.486761,0.70992,0.66106
0.412465,0.514947,0.619896,0.510322,0.52596
0.340227,0.264057,0.502351,0.865282,0.61894
0.242493,0.216014,0.502351,0.719705,0.699868
0.742493,0.825801,0.336798,0.628016,0.110199
0.798017,0.401601,0.236823,0.230161,0.24543
0.417564,0.29484,0.737936,0.230161,0.616026
0.494618,0.454448,0.465974,0.77185,0.461325
0.777337,0.828826,0.353625,0.510188,0.095762
0.490368,0.441281,0.461024,0.993968,0.413642
0.573938,0.807117,0.436278,0.769437,0.299603
0.685269,0.792349,0.550111,0.636729,0.175364
0.671388,0.753203,0.288048,0.730161,0.169007
0.34051,0.317794,0.438753,0.606434,0.584503
0.545892,0.672064,0.510765,0.971046,0.307947
0.422946,0.245552,0.316506,0.611394,0.532583
0.544759,0.513167,0.479337,0.80496,0.306623
0.769405,0.856584,0.435041,0.304021,0.198146
0.443059,0.454448,0.476862,0.780697,0.508742
0.538527,0.576512,0.649839,0.628686,0.455099
0.165156,0.281317,0.671121,0.664611,0.904238
0.652691,0.829537,0.323682,0.932038,0.177219
0.308215,0.273132,0.710963,0.732306,0.753377
0.467705,0.738434,0.473398,0.59571,0.45298
0.688952,0.967616,0.314774,0.867426,0.146093
0.486686,0.603381,0.476615,0.85563,0.43894
0.750708,0.8,0.370948,0.287399,0.162119
0.846742,0.800712,0.330859,0.437265,0.24
0.23711,0.185053,0.663697,0.551475,0.702649
0.585836,0.66121,0.585994,0.511126,0.418675
0.429745,0.346797,0.55902,0.35134,0.582914
0.348159,0.299288,0.548379,0.7063,0.570066
0.296317,0.281317,0.656273,0.436193,0.726755
0.832295,0.764057,0.543677,0.181501,0.135364
0.326062,0.317794,0.4098,0.666756,0.616821
0.635977,0.63452,0.417966,0.685255,0.299338
0.722946,0.85089,0.479337,0.758981,0.120795
0.826062,0.869395,0.372185,0.324129,0.149934
0.563739,0.630071,0.620144,0.797721,0.322252
0.57932,0.622954,0.377382,0.895576,0.279073
0.734844,0.923132,0.361049,0.707909,0.176291
0.66204,0.401601,0.248206,0.466086,0.278543
0.818697,0.762989,0.328137,0.115147,0.121192
0.697167,0.813167,0.376887,0.827882,0.203179
0.243343,0.349644,0.635734,0.910456,0.669272
0.294618,0.337722,0.620886,0.812466,0.725828
0.307932,0.272776,0.533779,0.726676,0.729934
0.66204,0.669039,0.671863,0.44933,0.319338
0.20085,0.259786,0.827023,0.936997,0.718278
0.824929,0.827224,0.389508,0.441153,0.100132
0.808499,0.921886,0.412274,0.510188,0.16543
0.614164,0.698754,0.689433,0.530831,0.397616
0.508782,0.556762,0.687454,0.546515,0.487815
0.605382,0.463879,0.462014,0.75429,0.393113
0.858357,0.937544,0.432319,0.445308,0.146358
0.627479,0.383808,0.521901,0.290349,0.405298
0.524363,0.255516,0.225439,0.350536,0.510464
0.772521,0.754982,0.445929,0.407507,0.298278
0.873088,0.863345,0.315516,0.36193,0.205166
0.467705,0.299288,0.232121,0.944102,0.50596
0.350142,0.313701,0.358575,0.714745,0.667815
0.415864,0.42758,0.623855,0.905764,0.546755
0.493484,0.290214,0.486018,0.312332,0.601325
0.692068,0.463879,0.456075,0.455228,0.366225
0.258074,0.276868,0.716407,0.770375,0.619735
0.851558,0.816014,0.328384,0.269437,0.221722
0.233428,0.281317,0.645632,0.779491,0.809536
0.366572,0.272242,0.589211,0.751877,0.577086
0.466006,0.633274,0.59515,0.715147,0.48702
0.439943,0.345552,0.369216,0.413137,0.459735
0.796034,0.871352,0.503093,0.190349,0.13245
0.423513,0.32758,0.479089,0.702279,0.486623
0.128045,0.248577,0.474388,0.906166,0.953113
0.775071,0.701601,0.582529,0.475737,0.277351
0.524363,0.342349,0.551101,0.144638,0.529139
0.618414,0.675267,0.534769,0.486193,0.270728
0.85779,0.78363,0.25266,0.420241,0.137219
0.793768,0.663701,0.373422,0.288338,0.244371
0.58017,0.561032,0.532047,0.795308,0.286623
0.81728,0.861388,0.253403,0.704155,0.129007
0.651275,0.614057,0.64093,0.472252,0.274702
0.552975,0.444128,0.38827,0.800804,0.293775
0.767422,0.773665,0.463994,0.52118,0.222517
0.240793,0.342883,0.684484,0.845308,0.682384
0.864023,0.652669,0.434546,0.16689,0.389272
0.675637,0.825801,0.343232,0.793566,0.119073
0.4,0.009253,0.4098,0.633646,0.562119
0.199717,0.201957,0.810443,0.725067,0.776424
0.301416,0.274911,0.810195,0.545576,0.721457
0.669405,0.797331,0.192032,0.889142,0.169007
0.606232,0.592527,0.478842,0.532842,0.406093
0.352125,0.26032,0.406088,0.780027,0.608477
0.188385,0.254448,0.550606,0.801877,0.846358
0.631728,0.769929,0.530809,0.264343,0.373377
0.401983,0.347687,0.683247,0.741689,0.546225
0.672805,0.622064,0.578817,0.459517,0.327815
0.518697,0.78452,0.503341,0.843432,0.299735
0.595184,0.617794,0.620144,0.538204,0.405298
0.505382,0.578114,0.466221,0.915952,0.40053
0.868839,0.652669,0.433061,0.167426,0.347285
0.337677,0.448932,0.681762,0.804021,0.52106
0.612465,0.463879,0.455828,0.643298,0.315629
0.378754,0.335231,0.660975,0.628552,0.55404
0.248725,0.259786,0.816135,0.958311,0.645033
0.769122,0.887367,0.445187,0.320241,0.248609
0.387819,0.337722,0.651324,0.531501,0.639338
0.80255,0.753203,0.337788,0.422118,0.088079
0.251558,0.201957,0.722346,0.773727,0.696026
0.642776,0.592527,0.461519,0.43378,0.40755
0.607365,0.78452,0.518683,0.597587,0.224106
0.322946,0.261032,0.62435,0.769705,0.655497
0.823513,0.755694,0.397921,0.394504,0.06755
0.686402,0.837544,0.344717,0.795174,0.167947
0.654391,0.695552,0.498144,0.224933,0.405033
0.288102,0.342349,0.635981,0.819705,0.659073
0.458924,0.335231,0.642168,0.40429,0.478146
0.556657,0.583986,0.360307,0.935255,0.316026
0.879603,0.767794,0.384558,0.28445,0.16053
0.416147,0.496975,0.613957,0.939678,0.504768
0.300283,0.364947,0.294234,0.730027,0.634172
0.581303,0.612811,0.592675,0.556702,0.394834
0.273938,0.296441,0.183123,0.927614,0.677748
0.36119,0.39306,0.411532,0.879088,0.419735
0.80085,0.76121,0.274684,0.694638,0.066358
0.732295,0.91637,0.208364,0.588606,0.216954
0.117564,0.193772,0.903489,0.845442,0.899868
0.96204,0.857651,0.333333,0.144102,0.130861
0.644476,0.621174,0.612225,0.656032,0.265563
0.506799,0.327936,0.570156,0.292627,0.584768
0.510482,0.373132,0.504331,0.949598,0.410066
0.589235,0.444128,0.384063,0.721716,0.324238
0.851841,0.730961,0.40485,0.516086,0.100265
0.563456,0.8,0.401633,0.881233,0.241854
0.677337,0.802669,0.434298,0.603351,0.194437
0.699717,0.8,0.430834,0.42681,0.153113
0.662606,0.602313,0.609998,0.401743,0.316556
0.31983,0.261032,0.616184,0.789812,0.668742
0.713598,0.85516,0.477852,0.827346,0.16596
0.680737,0.755694,0.405098,0.45563,0.17298
0.621813,0.869395,0.403613,0.903753,0.227947
0.789802,0.401601,0.246474,0.257373,0.236159
0.563173,0.300178,0.498886,0.562869,0.54702
0.24136,0.331495,0.688196,0.953351,0.71404
0.633994,0.713879,0.641178,0.468901,0.313377
0.183003,0.219573,0.549369,0.644504,0.780132
0.746176,0.807117,0.417471,0.641019,0.210993
0.46119,0.419217,0.438258,0.355898,0.46106
0.718697,0.641459,0.47711,0.275469,0.389934
0.620397,0.769929,0.535758,0.274531,0.386093
0.706799,0.811744,0.365009,0.870643,0.232715
0.514731,0.42331,0.709478,0.513807,0.493775
0.651841,0.847509,0.369216,0.793029,0.204238
0.546176,0.37847,0.498391,0.660054,0.438146
0.549008,0.536299,0.666667,0.531635,0.47245
0.683853,0.861388,0.209354,0.899598,0.158278
0.818414,0.753203,0.322445,0.348794,0.123444
0.330878,0.321174,0.565702,0.432976,0.540397
0.396034,0.347509,0.428112,0.791555,0.50106
0.758074,0.791459,0.264291,0.549464,0.171921
0.613881,0.423488,0.242762,0.59866,0.337219
0.826912,0.825801,0.331601,0.308311,0.143179
0.939093,0.775445,0.328632,0.451743,0.148609
0.586969,0.633274,0.550111,0.664075,0.386358
0.838527,0.695374,0.518436,0.320777,0.252185
0.797734,0.75694,0.326652,0.48311,0.183841
0.15949,0.279004,0.716407,0.844504,0.779073
0.567989,0.695552,0.567681,0.506702,0.497219
0.583569,0.733096,0.25761,0.846515,0.205166
0.284986,0.270285,0.647612,0.918901,0.709007
0.626629,0.715836,0.450384,0.827078,0.326358
0.299717,0.341993,0.581292,0.796113,0.729934
0.233711,0.253559,0.687949,0.588874,0.769404
0.090652,0.249822,0.267261,0.889276,0.729536
0.649575,0.778826,0.440485,0.864879,0.14543
0.495751,0.617616,0.543677,0.587265,0.439868
0.127195,0.280783,0.855234,0.811662,0.810993
0.602833,0.778826,0.446424,0.864745,0.217351
0.210482,0.285409,0.629795,0.795576,0.760132
0.223229,0.268683,0.648602,0.621314,0.687417
0.335411,0.309253,0.833705,0.61555,0.643841
0.792068,0.742171,0.31997,0.305898,0.18053
0.209348,0.274199,0.469933,0.86193,0.788874
0.766572,0.56637,0.376145,0.519169,0.202781
0.748159,0.463879,0.325909,0.511528,0.240662
0.607932,0.713879,0.647365,0.479893,0.306887
0.226912,0.282918,0.366741,0.953485,0.765033
0.425496,0.375801,0.354368,0.826676,0.468609
0.605382,0.847509,0.398911,0.865013,0.249801
0.616997,0.32758,0.444444,0.407775,0.37298
0.202266,0.316192,0.610492,0.92882,0.779868
0.700567,0.782562,0.411037,0.826005,0.201987
0.587819,0.656584,0.475625,0.504021,0.332053
0.349858,0.247687,0.562732,0.693432,0.675629
0.84221,0.813167,0.383816,0.619437,0.153775
0.330595,0.294662,0.923286,0.541555,0.578013
0.33796,0.281139,0.441722,0.832842,0.70106
0.620113,0.733096,0.227171,0.79933,0.220927
0.58187,0.576512,0.619401,0.571314,0.443444
0.749008,0.825801,0.333333,0.555898,0.120927
0.570822,0.59484,0.436031,0.827882,0.379205
0.760623,0.882028,0.523385,0.344504,0.271921
0.412465,0.490036,0.550606,0.637399,0.541589
0.602833,0.856584,0.458055,0.86059,0.242384
0.605666,0.308007,0.36971,0.506032,0.35351
0.82153,0.829359,0.382826,0.662735,0.136026
0.595751,0.439324,0.314279,0.722922,0.299205
0.879037,0.935765,0.539223,0.271314,0.155099
0.640227,0.591281,0.488245,0.522252,0.296424
0.803683,0.718505,0.488493,0.297319,0.283311
0.750425,0.693416,0.453848,0.580697,0.281457
0.586686,0.692349,0.530809,0.76689,0.33298
0.135411,0.249288,0.679287,0.701877,0.89947
0.611048,0.599822,0.40584,0.895979,0.29894
0.512181,0.760142,0.488988,0.73311,0.376821
0.697167,0.605516,0.521158,0.542493,0.242119
0.290652,0.281317,0.511012,0.613405,0.781722
0.613031,0.777224,0.435783,0.74008,0.294305
0.380453,0.413523,0.351151,0.816756,0.524371
0.109632,0.266726,0.475625,0.902145,0.881192
0.240227,0.270463,0.603563,0.584048,0.813775
0.855241,0.718505,0.453601,0.276139,0.264901
0.22068,0.220107,0.717149,0.699598,0.804901
0.673938,0.683274,0.427864,0.56126,0.205166
0.871105,0.76121,0.275427,0.127078,0.064238
0.494334,0.588968,0.565454,0.791957,0.402649
0.326346,0.233274,0.557535,0.438472,0.609272
0.614448,0.602313,0.628557,0.501877,0.305298
0.335694,0.349466,0.719624,0.71689,0.700132
0.3017,0.273488,0.60975,0.910322,0.588609
0.763739,0.887367,0.423658,0.448257,0.23404
0.846176,0.762989,0.306855,0.157909,0.092185
0.240793,0.257295,0.494432,0.846515,0.799338
0.233144,0.289324,0.506558,0.93311,0.577616
0.673938,0.685765,0.501609,0.370375,0.41298
0.50255,0.249644,0.51126,0.43244,0.584106
0.453541,0.722064,0.508537,0.83874,0.431258
0.854391,0.967616,0.349913,0.405898,0.208344
0.747875,0.808541,0.434546,0.701877,0.208344
0.678754,0.605516,0.541203,0.595576,0.243444
0.445609,0.341993,0.585746,0.716354,0.599338
0.593201,0.596085,0.571888,0.560054,0.371656
0.237677,0.281317,0.659985,0.762735,0.787285
0.751558,0.683452,0.514972,0.47681,0.258146
0.367422,0.514947,0.595645,0.576005,0.576026
0.540793,0.742171,0.310319,0.767962,0.307285
0.355807,0.270463,0.7122,0.571314,0.661325
0.625496,0.441281,0.296709,0.648525,0.32755
0.788952,0.602491,0.503836,0.477748,0.282384
0.63796,0.383808,0.518189,0.255094,0.361325
0.757507,0.837544,0.35412,0.539678,0.129801
0.475354,0.252313,0.387775,0.577078,0.560265
0.570255,0.444128,0.384806,0.823324,0.326225
0.258924,0.246619,0.564217,0.492493,0.712715
0.565156,0.401601,0.308092,0.813941,0.324636
0.658357,0.591281,0.506805,0.543968,0.300265
0.598867,0.36032,0.513734,0.648257,0.498675
0.189235,0.253559,0.696857,0.833512,0.843444
0.149858,0.185231,0.556793,0.891957,0.796026
0.280737,0.266726,0.474882,0.78311,0.743709
0.280737,0.245907,0.774561,0.576005,0.645298
0.273088,0.281317,0.620886,0.791957,0.738278
0.610482,0.601246,0.515219,0.818767,0.294967
0.690935,0.825089,0.426875,0.678016,0.140795
0.770538,0.795018,0.423905,0.426139,0.13245
0.820113,0.850712,0.420688,0.333378,0.141987
0.739377,0.701601,0.613957,0.304692,0.268477
0.256657,0.296441,0.227419,0.93378,0.693642
0.305949,0.292349,0.567434,0.889276,0.544503
0.325212,0.814591,0.661717,0.663941,0.581722
0.623796,0.424377,0.495917,0.284584,0.343974
0.704533,0.668149,0.481069,0.472118,0.275232
0.623796,0.690214,0.693888,0.513405,0.366755
0.45864,0.326335,0.55704,0.47882,0.582781
0.307082,0.337722,0.656026,0.615147,0.642914
0.773938,0.764057,0.546152,0.154424,0.225033
0.472521,0.280071,0.222965,0.461528,0.536424
0.413031,0.591281,0.536748,0.868365,0.460795
0.882436,0.848221,0.511507,0.381635,0.247285
0.509348,0.459609,0.392972,0.927078,0.366887
0.641076,0.778826,0.450631,0.831903,0.18649
0.544759,0.444128,0.384063,0.866354,0.345298
0.440227,0.255516,0.250186,0.523592,0.524106
0.854674,0.797331,0.161841,0.453887,0.141192
0.497167,0.342349,0.578075,0.269303,0.586755
0.609632,0.85089,0.485523,0.881099,0.212848
0.422663,0.349466,0.756001,0.470777,0.620132
0.191501,0.281317,0.675328,0.62882,0.846887
0.664873,0.429537,0.521158,0.365013,0.44702
0.590652,0.764057,0.614699,0.82252,0.145828
0.440227,0.249644,0.502103,0.564477,0.630331
0.462606,0.753559,0.270478,0.94008,0.293907
0.294051,0.261388,0.54145,0.788606,0.710728
0.235127,0.255516,0.648602,0.591421,0.748874
0.607082,0.68363,0.599109,0.512601,0.35351
0.769688,0.85516,0.454343,0.634584,0.158146
0.853258,0.840214,0.346696,0.411662,0.064636
0.324079,0.435409,0.392725,0.839812,0.444238
0.652975,0.630071,0.592923,0.612332,0.270464
0.694618,0.617438,0.32096,0.214611,0.396026
0.29745,0.271886,0.688443,0.925469,0.733642
0.787252,0.754982,0.432566,0.341689,0.293642
0.380737,0.490036,0.543677,0.687802,0.578411
0.367705,0.251957,0.620144,0.622118,0.651788
0.105382,0.185587,0.509527,0.919973,0.84755
0.203966,0.274199,0.729522,0.867828,0.669934
0.254674,0.285231,0.664439,0.650402,0.774702
0.23881,0.288612,0.699827,0.921984,0.603974
0.752125,0.760142,0.506063,0.231367,0.189139
0.215864,0.285409,0.869587,0.796515,0.713907
0.246176,0.274733,0.771344,0.67681,0.829007
0.910765,0.775445,0.347439,0.292627,0.090066
0.891218,0.730961,0.439,0.24008,0.130464
0.293484,0.435409,0.375155,0.950134,0.65245
0.73796,0.64306,0.404355,0.276542,0.254702
0.582153,0.59484,0.467211,0.830429,0.347417
0.304816,0.290036,0.401386,0.60563,0.733113
0.829462,0.688434,0.456075,0.476944,0.269669
0.804533,0.967616,0.344717,0.381635,0.14
0.72238,0.707473,0.573125,0.273727,0.262252
0.513031,0.675267,0.547637,0.766086,0.308344
0.406799,0.38452,0.52784,0.807507,0.474437
0.832578,0.762989,0.317248,0.124397,0.111391
0.52068,0.656584,0.457313,0.859651,0.308874
0.202833,0.193594,0.502846,0.874129,0.763311
0.195184,0.193594,0.506063,0.857105,0.773907
0.11813,0.241103,0.584261,0.888338,0.908477
0.509632,0.567438,0.444197,0.849062,0.417086
0.698017,0.871352,0.517694,0.48445,0.170861
0.529745,0.671352,0.581539,0.903887,0.339073
0.790368,0.827224,0.393962,0.607239,0.109007
0.45949,0.494662,0.498144,0.755898,0.480662
0.613031,0.795018,0.447909,0.719035,0.21457
0.120113,0.280783,0.861173,0.822654,0.804768
0.38272,0.349644,0.505073,0.779625,0.517219
0.133711,0.31121,0.488988,0.885255,0.804238
0.305949,0.317794,0.507795,0.71555,0.617086
0.400567,0.425089,0.647117,0.843834,0.571391
0.609632,0.513167,0.484534,0.722788,0.262914
0.626912,0.473132,0.378372,0.620777,0.418278
0.496601,0.701601,0.622123,0.7937,0.454702
0.830028,0.834342,0.481317,0.253217,0.184901
0.363173,0.282384,0.15021,0.81555,0.610596
0.446459,0.653737,0.658748,0.812064,0.437616
0.439093,0.344306,0.607275,0.131903,0.566755
0.831445,0.748932,0.53947,0.089678,0.107152
0.233428,0.268683,0.638951,0.56059,0.646358
0.238527,0.297331,0.619649,0.878552,0.726887
0.410765,0.301068,0.360307,0.699866,0.612318
0.819547,0.859609,0.319228,0.433378,0.114702
0.837677,0.817794,0.402871,0.467292,0.17457
0.739093,0.672064,0.467953,0.596247,0.258278
0.060907,0.179893,0.591438,0.780831,0.91947
0.29915,0.317794,0.401138,0.676944,0.638808
0.381586,0.405338,0.486513,0.591019,0.536291
0.426062,0.43452,0.314774,0.999196,0.464503
0.48187,0.638968,0.6585,0.625603,0.463974
0.686969,0.420996,0.363771,0.650402,0.233642
0.504533,0.59484,0.611235,0.82882,0.344768
0.197734,0.27242,0.6585,0.546113,0.910728
0.671671,0.601246,0.519426,0.533646,0.253775
0.818414,0.82242,0.42341,0.313673,0.119338
0.549008,0.753559,0.34051,0.411796,0.284106
0.348442,0.35089,0.751794,0.772922,0.588609
0.690652,0.716192,0.535016,0.388204,0.310861
0.873088,0.883096,0.235833,0.194504,0.16596
0.166006,0.185231,0.610245,0.474665,0.792053
0.505382,0.685943,0.405098,0.985523,0.326358
0.482153,0.420285,0.580054,0.652413,0.437351
0.328612,0.276335,0.444444,0.858579,0.690596
0.663739,0.678114,0.45558,0.544906,0.297881
0.303116,0.435409,0.389013,0.921046,0.431523
0.717564,0.817794,0.368968,0.836863,0.154967
0.322946,0.281851,0.587478,0.65067,0.715232
0.662606,0.571886,0.551844,0.456568,0.344371
0.828895,0.856584,0.437763,0.242627,0.156291
0.082153,0.250178,0.82925,0.789008,0.808212
