@relation puma8NH-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute theta1 numeric
@attribute theta2 numeric
@attribute theta3 numeric
@attribute thetad1 numeric
@attribute thetad2 numeric
@attribute thetad3 numeric
@attribute tau1 numeric
@attribute tau2 numeric
@attribute thetadd3 numeric

@data
0.54092,0.177882,0.141182,0.646867,0.310259,0.824797,0.894439,0.283819,0.415823
0.932392,0.870221,0.165292,0.792362,0.421592,0.480532,0.768979,0.753727,0.367321
0.202597,0.652214,0.997606,0.800636,0.458797,0.619844,0.817762,0.626304,0.627765
0.857203,0.317623,0.926883,0.375839,0.569247,0.437702,0.041263,0.544237,0.908188
0.64421,0.972813,0.074061,0.753944,0.791772,0.377093,0.555249,0.75516,0.589557
0.31238,0.56802,0.055141,0.83885,0.668819,0.472117,0.373376,0.148787,0.38055
0.738304,0.218448,0.413851,0.514282,0.170174,0.081047,0.705659,0.579626,0.261666
0.321406,0.236089,0.661588,0.42919,0.162191,0.95172,0.756408,0.49385,0.402878
0.457789,0.161416,0.613154,0.552157,0.667512,0.50341,0.223599,0.942265,0.332251
0.315931,0.237699,0.695768,0.781615,0.801719,0.500643,0.7241,0.511553,0.496007
0.116157,0.025433,0.950405,0.647356,0.529345,0.995336,0.691245,0.351523,0.141695
0.663138,0.046996,0.067075,0.363972,0.150503,0.557607,0.96991,0.655302,0.552491
0.599084,0.62002,0.336473,0.266213,0.259024,0.965868,0.505859,0.685172,0.570867
0.687987,0.636554,0,0.25783,0.388867,0.624238,0.645783,0.282403,0.315043
0.598052,0.271073,0.179154,0.726573,0.804992,0.494457,0.772332,0.119532,0.394151
0.499229,0.54808,0.180853,0.273541,0.411722,0.642611,0.391813,0.994374,0.406188
0.244118,0.40875,0.305808,0.991559,0.006452,0.171152,0.86366,0.002412,0.297759
0.690075,0.718193,0.030753,0.024863,0.266777,0.2416,0.695153,0.021824,0.290251
0.447314,0.124365,0.399664,0.116205,0.310883,0.323579,0.285688,0.422224,0.223193
0.646444,0.509736,0.242777,0.825372,0.156034,0.501689,0.304339,0.872057,0.44428
0.335225,0.463418,0.394898,0.035848,0.878226,0.994349,0.097823,0.116899,0.514859
0.914881,0.588945,0.460451,0.572499,0.53219,0.779551,0.575949,0.648478,0.542685
0.985769,0.859566,0.22668,0.33853,0.579337,0.963621,0.734206,0.354288,0.535198
0.572817,0.206741,0.799626,0.991386,0.086597,0.790176,0.118814,0.894054,0.325004
0.470894,0.385769,0.36538,0.011574,0.939397,0.810286,0.057249,0.213237,0.18095
0.040941,0.018512,0.708622,0.783638,0.811123,0.512105,0.340024,0.614693,0.144919
0.064504,0.00909,0.492203,0.113728,0.693817,0.505965,0.159802,0.744072,0.091961
0.180082,0.296006,0.893569,0.584224,0.564754,0.944993,0.719138,0.119718,0.827322
0.621136,0.203851,0.259942,0.263137,0.564578,0.987611,0.87745,0.758708,0.273325
0.816697,0.613542,0.544329,0.040718,0.733603,0.986741,0.247874,0.90672,0.92639
0.256761,0.889676,0.887547,0.388241,0.995809,0.655879,0.347485,0.012986,0.535893
0.963352,0.149748,0.673374,0.481942,0.673047,0.515397,0.648385,0.034987,0.261105
0.482516,0.68946,0.492672,0.004107,0.461003,0.679724,0.0498,0.017356,0.752974
0.94294,0.12874,0.872958,0.243677,0.537603,0.731729,0.964887,0.243359,0.597495
0.658855,0.080504,0.805503,0.740349,0.313961,0.030295,0.857535,0.061703,0.465028
0.96338,0.620662,0.119704,0.740753,0.094768,0.079941,0.131524,0.498531,0.481205
0.010291,0.951082,0.132853,0.680309,0.321705,0.155107,0.235946,0.460221,0.611314
0.67287,0.603484,0.629133,0.057574,0.006159,0.242539,0.467712,0.573284,0.865159
0.956141,0.971845,0.825215,0.971289,0.35579,0.853022,0.208428,0.976933,0.794541
0.817127,0.825692,0.352991,0.833985,0.91292,0.930472,0.700175,0.426385,0.703105
0.58068,0.342421,0.392666,0.531589,0.009539,0.043603,0.485056,0.073454,0.499521
0.667955,0.00164,0.37549,0.897535,0.896705,0.487561,0.883977,0.45007,0.259614
0.623523,0.315184,0.971141,0.079719,0.160242,0.199402,0.580614,0.049971,0.901107
0.783624,0.819669,0.200426,0.168043,0.477663,0.608365,0.918872,0.90604,0.438072
0.714803,0.282038,0.323359,0.909408,0.415134,0.973769,0.279703,0.842632,0.281172
0.597266,0.072324,0.433296,0.265442,0.297471,0.973414,0.30755,0.85572,0.168561
0.39473,0.443189,0.667147,0.837502,0.002819,0.119962,0.645069,0.298802,0.679063
0.23802,0.930688,0.639464,0.658311,0.637872,0.497297,0.496824,0.844895,0.94491
0.165327,0.333146,0.625626,0.138655,0.600433,0.430912,0.942878,0.356058,0.515106
0.893554,0.191244,0.551489,0.358169,0.610465,0.999446,0.749698,0.72275,0.168808
0.620128,0.268867,0.137809,0.97601,0.687201,0.330202,0.574816,0.595195,0.506141
0.16051,0.3866,0.327286,0.901118,0.098535,0.382263,0.432584,0.205359,0.295711
0.94057,0.295986,0.566348,0.041553,0.751128,0.452099,0.983091,0.187823,0.472885
0.29166,0.351911,0.759497,0.677853,0.04192,0.115345,0.055946,0.317023,0.450081
0.674712,0.551944,0.080007,0.676457,0.584196,0.613014,0.046599,0.239046,0.463918
0.179325,0.568845,0.906351,0.363959,0.923268,0.806448,0.568019,0.365116,0.773881
0.716069,0.557887,0.881333,0.975562,0.159441,0.73411,0.974601,0.514743,0.869953
0.748601,0.249103,0.227478,0.744168,0.499718,0.185355,0.537567,0.568876,0.481474
0.183578,0.036131,0.60708,0.482419,0.693634,0.413736,0.316637,0.570031,0.281724
0.683618,0.21288,0.899961,0.992751,0.040676,0.205069,0.813599,0.662983,0.801519
0.474473,0.531163,0.08493,0.399229,0.646591,0.989767,0.113101,0.877868,0.432692
0.676775,0.219831,0.627201,0.592358,0.268834,0.801153,0.576972,0.846772,0.381852
0.126463,0.218926,0.434584,0.911894,0.194947,0.330386,0.684644,0.398354,0.264743
0.891189,0.444632,0.897599,0.303391,0.057929,0.093792,0.881038,0.063795,0.902883
0.270005,0.443884,0.331511,0.888493,0.930882,0.73533,0.468469,0.289064,0.245573
0.546554,0.856476,0.330327,0.000681,0.889739,0.450158,0.362531,0.87237,0.662939
0.291602,0.378026,0.328596,0.907186,0.078164,0.093085,0.993798,0.131993,0.357422
0.332993,0.958601,0.399609,0.190658,0.520578,0.682628,0.86246,0.836035,0.752831
0.376493,0.981328,0.076384,0.803611,0.454081,0.37658,0.929847,0.353389,0.745
0.168474,0.208406,0.762313,0.986962,0.741554,0.590791,0.591573,0.2295,0.431387
0.960631,0.420892,0.217131,0.87587,0.802061,0.251051,0.508543,0.788902,0.434783
0.682456,0.687674,0.506825,0.832685,0.0523,0.526699,0.582375,0.637439,0.751821
0.373003,0.325683,0.28322,0.424908,0.1905,0.611936,0.922033,0.030791,0.398401
0.51315,0.502601,0.408706,0.064509,0.550113,0.938853,0.52903,0.116846,0.268949
0.389149,0.660407,0.58639,0.81993,0.697931,0.61633,0.75806,0.250149,0.927218
0.021561,0.352263,0.666487,0.744225,0.448197,0.513029,0.857787,0.295615,0.868794
0.016206,0.356314,0.696064,0.763144,0.392985,0.821904,0.284952,0.054687,0.67124
0.588634,0.007193,0.62654,0.486315,0.175931,0.801876,0.731323,0.90023,0.067652
0.738419,0.140826,0.830059,0.383193,0.153975,0.894307,0.964362,0.430948,0.120074
0.672687,0.521521,0.152675,0.771447,0.922865,0.028687,0.843498,0.156057,0.416418
0.895642,0.285094,0.649667,0.113897,0.523942,0.200864,0.156414,0.804789,0.337329
0.351127,0.698636,0.599233,0.629939,0.822348,0.117946,0.768964,0.50745,0.914549
0.516914,0.757552,0.012228,0.735937,0.165246,0.270992,0.602326,0.936839,0.36974
0.869867,0.125123,0.130211,0.297011,0.840668,0.929117,0.924339,0.784587,0.462221
0.131939,0.253612,0.94662,0.034483,0.940517,0.624817,0.373807,0.385404,0.834671
0.925759,0.403237,0.715423,0.060434,0.060629,0.46942,0.038344,0.488788,0.404777
0.736453,0.103477,0.601069,0.481911,0.149137,0.612016,0.273393,0.792345,0.119181
0.023585,0.358312,0.248155,0.205431,0.790508,0.125556,0.659926,0.975866,0.401229
0.881905,0.426228,0.826312,0.407235,0.189476,0.39565,0.384098,0.333214,0.829156
0.81415,0.800311,0.096447,0.930662,0.593239,0.558365,0.696044,0.99115,0.435299
0.24321,0.155733,0.178934,0.023437,0.30578,0.569457,0.086434,0.702953,0.466905
0.492891,0.045114,0.466894,0.840654,0.987495,0.972762,0.342238,0.812265,0.026354
0.353708,0.08024,0.371899,0.556416,0.232994,0.610406,0.209023,0.967198,0.094479
0.917746,0.734175,0.421026,0.075155,0.450814,0.486599,0.730368,0.850028,0.937693
0.431419,0.007066,0.496788,0.1603,0.344491,0.010549,0.045115,0.288418,0.235128
0.031078,0.271079,0.277465,0.709653,0.452135,0.681494,0.796068,0.027936,0.46091
0.680227,0.23737,0.168254,0.561029,0.764882,0.55173,0.19882,0.491409,0.276091
0.899917,0.120344,0.864244,0.814843,0.218834,0.680339,0.388667,0.118569,0.795506
0.159373,0.27379,0.81572,0.432978,0.822117,0.241127,0.736379,0.877535,0.587053
0.882554,0.334252,0.196869,0.392307,0.314681,0.125956,0.377552,0.331598,0.470181
0.869788,0.810753,0.46649,0.046806,0.031778,0.705523,0.59143,0.818623,0.701744
0.769318,0.403124,0.823325,0.221712,0.406821,0.296198,0.165498,0.477981,0.883118
0.354486,0.158627,0.776693,0.630524,0.663916,0.097306,0.927999,0.296404,0.736829
0.38749,0.780665,0.181299,0.758695,0.626211,0.550322,0.54339,0.449067,0.630701
0.206993,0.533947,0.844494,0.936782,0.448917,0.609246,0.717002,0.213425,0.914438
0.19293,0.202286,0.985066,0.076178,0.641503,0.501334,0.331763,0.782087,0.573521
0.962193,0.670237,0.67177,0.523344,0.449476,0.000955,0.825071,0.467817,0.911425
0.884772,0.607957,0.752972,0.030703,0.417802,0.798136,0.888339,0.762717,0.897013
0.436566,0.503307,0.269096,0.084789,0.34634,0.070585,0.909612,0.283083,0.331895
0.429127,0.48689,0.578106,0.614268,0.470763,0.674208,0.358654,0.721262,0.597114
0.763647,0.108669,0.795688,0.816482,0.761364,0.438964,0.259607,0.11388,0.495683
0.413132,0.701121,0.319511,0.247131,0.581914,0.263569,0.859363,0.781466,0.648426
0.368695,0.92394,0.312846,0.252946,0.3011,0.932653,0.351737,0.463592,0.757111
0.863159,0.409139,0.830965,0.597017,0.565065,0.16969,0.294182,0.187985,0.879594
0.435069,0.346674,0.80525,0.496352,0.843883,0.954799,0.485082,0.50302,0.479973
0.318513,0.625014,0.205652,0.983865,0.703435,0.103552,0.889517,0.562292,0.461056
0.88345,0.391464,0.010517,0.982944,0.220762,0.07954,0.394048,0.562864,0.428178
0.270697,0.071393,0.785736,0.583361,0.063292,0.20798,0.72975,0.463342,0.175307
0.348256,0.454537,0.237081,0.121206,0.362958,0.29004,0.69274,0.461736,0.391565
0.846842,0.196605,0.583888,0.768577,0.68995,0.529581,0.005099,0.769541,0.269335
0.809881,0.071338,0.872087,0.598899,0.186802,0.474322,0.416907,0.730059,0.552101
0.145638,0.455732,0.304109,0.430017,0.054718,0.153173,0.741415,0.508429,0.583473
0.050025,0.686158,0.035808,0.969648,0.775813,0.213654,0.075429,0.746594,0.326025
0.279521,0.357491,0.469961,0.376336,0.932481,0.613535,0.798907,0.736843,0.346529
0.485493,0.729872,0.17012,0.914139,0.930328,0.43206,0.236617,0.731439,0.538335
0.841612,0.30691,0.010592,0.246911,0.889111,0.895259,0.97688,0.799421,0.357518
0.667715,0.966033,0.208138,0.764259,0.136105,0.64533,0.092146,0.706795,0.699424
0.682861,0.490231,0.678463,0.001079,0.581716,0.940594,0.782977,0.005917,0.714581
0.576744,0.194701,0.608016,0.220558,0.004686,0.49023,0.746692,0.199184,0.366215
0.618858,0.923256,0.819216,0.172649,0.881139,0.935412,0.714561,0.192094,0.551545
0.994651,0.121717,0.931666,0.765461,0.323079,0.2445,0.413147,0.548593,0.72293
0.182568,0.060019,0.780078,0.511681,0.44431,0.195634,0.259326,0.375233,0.124443
0.314609,0.023297,0.073925,0.480359,0.064114,0.03094,0.691931,0.872713,0.395025
0.735142,0.068769,0.719304,0.277965,0.763235,0.888394,0.602892,0.450964,0.13277
0.915542,0.694638,0.450287,0.769107,0.61076,0.9567,0.442384,0.911889,0.846398
0.444362,0.510128,0.824826,0.447476,0.454057,0.969461,0.88719,0.452887,0.777594
0.322289,0.08057,0.908994,0.779254,0.130707,0.947143,0.841406,0.993387,0.207864
0.907318,0.487924,0.942698,0.135532,0.111123,0.894945,0.683659,0.847175,0.868482
0.405005,0.126378,0.201362,0.904069,0.695311,0.604145,0.009534,0.294789,0.281883
0.763378,0.587469,0.680095,0.420021,0.068554,0.626321,0.655151,0.7456,0.820229
0.229957,0.432985,0.304762,0.407946,0.137103,0.404577,0.401698,0.120768,0.431348
0.898645,0.739416,0.441552,0.987177,0.359312,0.037875,0.241428,0.59145,0.859713
0.465092,0.885127,0.496112,0.818059,0.257303,0.042206,0.010625,0.631798,0.700652
0.5127,0.947153,0.144924,0.529557,0.87064,0.530307,0.199678,0.927249,0.596115
0.411633,0.503821,0.91148,0.555852,0.767885,0.020103,0.598744,0.745709,0.891009
0.418281,0.222729,0.296534,0.137787,0.016395,0.233396,0.828545,0.858119,0.447946
0.344859,0.368971,0.26806,0.679195,0.594023,0.724262,0.48245,0.266256,0.434384
0.412064,0.753348,0.418409,0.097599,0.625543,0.329151,0.924278,0.762374,0.92885
0.554901,0.12337,0.68383,0.183708,0.728432,0.108477,0.643813,0.195739,0.298235
0.058325,0.167578,0.099931,0.467947,0.479624,0.565724,0.357752,0.543294,0.395501
0.119278,0.473478,0.336052,0.198314,0.192525,0.622208,0.534171,0.51901,0.351646
0.72683,0.395993,0.055364,0.586022,0.777972,0.499941,0.928714,0.307183,0.606299
0.309391,0.323806,0.76452,0.078349,0.12304,0.116167,0.868559,0.333951,0.532447
0.344721,0.044583,0.543471,0.611499,0.933641,0.099805,0.924578,0.803032,0.190709
0.619024,0.717186,0.124827,0.828788,0.564648,0.166717,0.333656,0.5906,0.423482
0.996939,0.568763,0.52818,0.6641,0.915712,0.856627,0.781795,0.155712,0.848093
0.580512,0.517255,0.514246,0.521486,0.229276,0.136446,0.656717,0.061088,0.729879
0.757239,0.41746,0.570847,0.645847,0.171223,0.69637,0.776938,0.525362,0.547281
0.726514,0.075203,0.773291,0.464665,0.327862,0.611087,0.656734,0.342105,0.349782
0.180241,0.955595,0.909396,0.537278,0.616291,0.876031,0.854372,0.904575,0.672978
0.652894,0.897342,0.623929,0.620773,0.788067,0.112108,0.66726,0.244407,0.904093
0.304286,0.539956,0.74861,0.724783,0.726809,0.8348,0.998977,0.188238,0.744218
0.769132,0.281826,0.764176,0.285595,0.982469,0.525351,0.928267,0.802825,0.213274
0.241225,0.799164,0.842243,0.11111,0.691261,0.548957,0.598998,0.00932,0.38412
0.367743,0.93571,0.974785,0.31961,0.623487,0.791873,0.636693,0.522566,0.226716
0.688127,0.993847,0.314951,0.623513,0.838672,0.403723,0.05119,0.380173,0.685049
0.201775,0.833516,0.750403,0.862164,0.469816,0.762415,0.618516,0.029373,0.758597
0.460273,0.90946,0.140265,0.239807,0.49442,0.164996,0.410114,0.569232,0.427617
0.246021,0.396184,0.266619,0.461249,0.930949,0.859678,0.055558,0.794135,0.350471
0.211046,0.646928,0.214583,0.055762,0.547074,0.876487,0.515606,0.508392,0.359265
0.91952,0.543962,0.017584,0.74298,0.524819,0.944925,0.564758,0.559121,0.508878
0.024277,0.98189,0.516596,0.025907,0.815787,0.872535,0.107743,0.829228,0.752564
0.481202,0.611955,0.888486,0.172716,0.010484,0.91591,0.986329,0.624362,0.857563
0.164901,0.177296,0.310489,0.636566,0.198202,0.018007,0.369202,0.993122,0.277661
0.886042,0.958967,0.547414,0.885603,0.368832,0.992957,0.715553,0.875046,0.47944
0.279122,0.658347,0.991873,0.464941,0.960913,0.325497,0.516439,0.498276,0.869744
0.891049,0.09037,0.487754,0.357008,0.105862,0.495257,0.212783,0.172329,0.224435
0.206095,0.442899,0.787554,0.131132,0.174163,0.101106,0.796825,0.749555,0.892333
0.179739,0.526235,0.316838,0.338439,0.048101,0.96305,0.15379,0.711743,0.348713
0.274001,0.599795,0.682601,0.52146,0.787038,0.831546,0.31026,0.403793,0.702626
0.717015,0.45291,0.91985,0.205497,0.900779,0.944777,0.075302,0.624867,0.866826
0.535165,0.456213,0.384897,0.985554,0.083524,0.166287,0.11062,0.182009,0.282723
0.554848,0.235008,0.514088,0.867597,0.765466,0.371728,0.396972,0.690995,0.1851
0.894479,0.728856,0.103786,0.245571,0.363696,0.698728,0.408913,0.388405,0.423848
0.921733,0.733099,0.360149,0.110687,0.582453,0.329035,0.973206,0.04935,0.758177
0.483841,0.970062,0.871853,0.681582,0.709386,0.097948,0.725038,0.277403,0.853672
0.61246,0.404462,0.289426,0.70257,0.421401,0.274591,0.076331,0.901228,0.560433
0.278436,0.135158,0.643247,0.237841,0.454241,0.056277,0.468488,0.615756,0.170762
0.200309,0.206156,0.974773,0.108192,0.656301,0.13641,0.037955,0.946792,0.867755
0.256149,0.600098,0.762838,0.804375,0.291222,0.970602,0.04833,0.314969,0.840238
0.871055,0.103942,0.402786,0.58372,0.092578,0.289223,0.957872,0.351953,0.115887
0.247504,0.316784,0.839432,0.88338,0.011562,0.034775,0.144994,0.884745,0.919286
0.349611,0.220048,0.27444,0.884719,0.505992,0.604801,0.027066,0.958478,0.238713
0.853172,0.57787,0.463726,0.606005,0.608565,0.062073,0.866871,0.972408,0.657187
0.095576,0.158581,0.011565,0.600957,0.777335,0.798924,0.127112,0.349705,0.41004
0.354484,0.107825,0.62257,0.774418,0.859215,0.56908,0.758709,0.165,0.071845
0.204299,0.255945,0.120139,0.044677,0.26175,0.769412,0.201745,0.653944,0.533776
0.690057,0.421936,0.745592,0.009154,0.284192,0.853711,0.782893,0.606365,0.495777
0.320923,0.127885,0.513043,0.315386,0.625648,0.093623,0.039342,0.271411,0.498402
0.543224,0.899621,0.899686,0.379745,0.221479,0.116494,0.380674,0.792836,0.381249
0.340585,0.543771,0.816612,0.419919,0.347096,0.78524,0.17483,0.310603,0.806329
0.505467,0.379879,0.444047,0.927651,0.002884,0.219645,0.756611,0.89152,0.851258
0.615091,0.614722,0.365522,0.405298,0.640279,0.942495,0.741476,0.540091,0.75929
0.603984,0.963791,0.551527,0.986638,0.305542,0.573117,0.603385,0.735313,0.72402
0.106543,0.470252,0.156943,0.496933,0.609843,0.542137,0.007889,0.649064,0.450673
0.247644,0.67981,0.439907,0.352074,0.19319,0.800037,0.82858,0.419073,0.821857
0.877661,0.113217,0.178992,0.007311,0.315743,0.981392,0.37048,0.470628,0.304534
0.796999,0.589072,0.600912,0.842204,0.031617,0.004006,0.087689,0.796373,0.924321
0.52562,0.060773,0.43637,0.925051,0.301821,0.045899,0.067928,0.690745,0.206111
0.304135,0.007214,0.987311,0.799925,0.514114,0.069038,0.907768,0.2911,0.69191
0.633245,0.698918,0.335513,0.14237,0.028592,0.170191,0.71463,0.351967,0.79177
0.364073,0.260417,0.219712,0.250684,0.296789,0.509469,0.043912,0.06976,0.314838
0.025854,0.489511,0.583504,0.319473,0.316274,0.898861,0.499362,0.508824,0.717486
0.578854,0.648048,0.027463,0.749437,0.041951,0.642465,0.942174,0.535065,0.356337
0.886019,0.562822,0.760745,0.635199,0.221069,0.224267,0.416774,0.499424,0.91418
0.587153,0.124565,0.749057,0.238803,0.631027,0.482161,0.156002,0.881933,0.315663
0.96251,0.00055,0.057592,0.021245,0.483043,0.011514,0.247304,0.343594,0.49622
0.79261,0.825187,0.871607,0.543721,0.891619,0.030461,0.648386,0.042338,0.602275
0.389875,0.860152,0.059691,0.28401,0.350474,0.530649,0.958532,0.45705,0.369274
0.800537,0.039464,0.577956,0.102699,0.336822,0.148204,0.238064,0.05082,0.167133
0.111619,0.774848,0.484954,0.311555,0.256859,0.58518,0.306876,0.52429,0.84856
0.636491,0.252071,0.067731,0.395016,0.848489,0.346653,0.029962,0.626179,0.367879
0.72871,0.979724,0.141744,0.085666,0.091908,0.022605,0.630332,0.62075,0.622852
0.809922,0.760576,0.802817,0.600436,0.022416,0.392899,0.168415,0.515114,0.856629
0.399173,0.106981,0.452872,0.214319,0.156369,0.129211,0.077044,0.901408,0.196346
0.138958,0.203078,0.276359,0.123332,0.09277,0.51658,0.537862,0.540673,0.197214
0.08235,0.903348,0.496499,0.311479,0.976485,0.977734,0.897267,0.813806,0.721214
0.166315,0.94392,0.850335,0.094212,0.707951,0.977322,0.971982,0.497307,0.58281
0.546365,0.679293,0.749151,0.820661,0.996566,0.385025,0.851494,0.533759,0.845761
0.480231,0.292558,0.000907,0.490777,0.146592,0.843575,0.457895,0.589901,0.613121
0.45292,0.331396,0.224666,0.496088,0.400385,0.164679,0.097022,0.642546,0.299634
0.577655,0.511601,0.557056,0.905661,0.456043,0.341555,0.354993,0.194658,0.818685
0.264028,0.0078,0.817127,0.077925,0.998478,0.506953,0.763047,0.058454,0.486045
0.698868,0.495585,0.598884,0.763461,0.727085,0.480593,0.803078,0.84169,0.754431
0.862115,0.864631,0.284299,0.543112,0.669403,0.289266,0.691779,0.308028,0.808736
0.845049,0.065709,0.332502,0.5494,0.336409,0.212846,0.500961,0.372194,0.234543
0.551515,0.22472,0.732589,0.507083,0.18603,0.500045,0.675556,0.6731,0.58568
0.27937,0.818,0.169206,0.559168,0.498298,0.325768,0.068933,0.582739,0.518025
0.17495,0.05299,0.737877,0.379775,0.721715,0.249641,0.805174,0.077487,0.435175
0.491333,0.859637,0.417679,0.838412,0.307956,0.130012,0.523016,0.03049,0.724627
0.810604,0.214274,0.301801,0.657634,0.250053,0.227843,0.506397,0.722319,0.486005
0.519428,0.995706,0.538866,0.231532,0.430644,0.586521,0.836887,0.037989,0.721981
0.593832,0.365314,0.839381,0.025349,0.444733,0.312585,0.541598,0.341781,0.785572
0.076233,0.100917,0.60947,0.655619,0.394667,0.090804,0.669572,0.101781,0.119409
0.64081,0.823726,0.333621,0.35268,0.370086,0.0689,0.585969,0.027747,0.723298
0.945729,0.995606,0.848962,0.013842,0.06211,0.346195,0.341757,0.743094,0.347022
0.463391,0.302214,0.154565,0.533398,0.411402,0.264739,0.516073,0.353165,0.393365
0.754049,0.801544,0.804131,0.686615,0.291386,0.724294,0.0137,0.314399,0.908004
0.535402,0.4472,0.02759,0.874754,0.049088,0.55693,0.596035,0.207695,0.442233
0.192028,0.041974,0.739429,0.452776,0.523676,0.732633,0.155491,0.302493,0.182734
0.164752,0.661921,0.014584,0.328139,0.948105,0.120627,0.814612,0.689364,0.594123
0.955709,0.696354,0.270317,0.597821,0.072827,0.420563,0.033198,0.007195,0.655076
0.128647,0.9218,0.362789,0.473869,0.011361,0.649523,0.553986,0.513326,0.832735
0.404004,0.293695,0.094283,0.577957,0.247148,0.4197,0.532866,0.58109,0.379347
0.857184,0.002395,0.056893,0.284033,0.736084,0.687505,0.809882,0.186549,0.711826
0.637116,0.751177,0.959958,0.176875,0.902573,0.088307,0.706327,0.814812,0.666667
0.950246,0.905972,0.553584,0.56075,0.083733,0.669122,0.900038,0.388837,0.821117
0.731255,0.762033,0.278378,0.065993,0.481619,0.085868,0.731317,0.804222,0.422403
0.9258,0.084413,0.44751,0.104631,0.810524,0.447243,0.376793,0.569447,0.171563
0.652719,0.962708,0.37331,0.270655,0.913534,0.250049,0.665326,0.736576,0.708541
0.292147,0.548113,0.735059,0.01738,0.512956,0.613296,0.779471,0.085643,0.864972
0.805087,0.499038,0.580803,0.939221,0.44707,0.577068,0.995541,0.418138,0.50881
0.783059,0.323906,0.452859,0.988546,0.370477,0.626509,0.810218,0.837227,0.374609
0.435319,0.549836,0.67513,0.978181,0.182696,0.476996,0.35587,0.920385,0.469733
0.518807,0.567876,0.640701,0.458106,0.092682,0.026595,0.68914,0.955562,0.610118
0.763778,0.297195,0.865871,0.15419,0.676628,0.68286,0.751472,0.541364,0.89456
0.030587,0.028078,0.363631,0.628256,0.546718,0.899414,0.791435,0.167718,0.207084
0.239906,0.635564,0.374524,0.666054,0.758636,0.60764,0.736119,0.501885,0.536897
0.982213,0.112258,0.068907,0.151926,0.630043,0.955732,0.174896,0.436872,0.638171
0.30005,0.347558,0.651796,0.89127,0.606389,0.503084,0.73786,0.765776,0.574941
0.045604,0.390147,0.892365,0.356755,0.862937,0.099511,0.986939,0.875581,0.668286
0.346542,0.650905,0.006907,0.318079,0.89143,0.855154,0.032351,0.76146,0.443986
0.110017,0.856734,0.654153,0.498703,0.361498,0.760741,0.483283,0.283302,0.855881
0.891973,0.625397,0.632694,0.894715,0.504729,0.381381,0.615498,0.313346,0.873118
0.5379,0.423146,0.0636,0.971035,0.083956,0.42358,0.733911,0.396423,0.562709
0.537263,0.709752,0.27546,0.022523,0.956157,0.426313,0.657274,0.40971,0.567368
0.693873,0.553704,0.632178,0.23447,0.812261,0.623804,0.357159,0.587276,0.594649
0.147059,0.336834,0.55399,0.37563,0.059668,0.315025,0.547548,0.321241,0.240689
0.114841,0.909394,0.026269,0.677235,0.655325,0.739911,0.452611,0.794527,0.405877
0.777926,0.055506,0.983328,0.867256,0.042225,0.232588,0.249505,0.32331,0.679352
0.754661,0.0853,0.349931,0.416273,0.083684,0.840306,0.522108,0.762863,0.288447
0.933159,0.753186,0.702298,0.513649,0.531633,0.424932,0.456213,0.319801,0.758053
0.123474,0.982616,0.71173,0.99671,0.562393,0.2599,0.213686,0.347032,0.402418
0.682279,0.710533,0.400657,0.812514,0.083475,0.33679,0.288925,0.818419,0.827037
0.599487,0.398821,0.554008,0.683783,0.702566,0.496589,0.603243,0.367386,0.588227
0.189412,0.073292,0.683336,0.885013,0.450857,0.204654,0.848586,0.660727,0.234934
0.209366,0.412256,0.174692,0.739423,0.744701,0.46306,0.165403,0.880558,0.313334
0.574238,0.087718,0.944883,0.847305,0.753328,0.427668,0.421621,0.954198,0.226356
0.243951,0.615023,0.420068,0.98122,0.247825,0.791772,0.937492,0.827286,0.548417
0.691598,0.325225,0.597559,0.502362,0.851735,0.881577,0.044608,0.760132,0.338398
0.392733,0.890604,0.465603,0.146308,0.210049,0.066573,0.485009,0.266724,0.766389
0.443316,0.943501,0.81555,0.564157,0.330359,0.554273,0.94403,0.71896,0.632854
0.254569,0.045042,0.25678,0.125473,0.070349,0.782583,0.535833,0.437603,0.216037
0.125183,0.712678,0.407357,0.399008,0.933481,0.412241,0.19041,0.157247,0.692731
0.596711,0.749756,0.095408,0.470239,0.997213,0.26387,0.928536,0.332917,0.705133
0.064017,0.816775,0.605622,0.99393,0.848408,0.983997,0.144144,0.605053,0.705985
0.227121,0.782183,0.667126,0.491215,0.508136,0.629379,0.045908,0.610741,0.914837
0.107522,0.916817,0.691983,0.186885,0.117178,0.62334,0.557673,0.499882,0.800266
0.911393,0.9788,0.61651,0.944652,0.702333,0.582996,0.606132,0.903698,0.874365
0.008836,0.504614,0.222413,0.63132,0.032854,0.788652,0.51783,0.872961,0.319253
0.196754,0.457808,0.16857,0.865638,0.841564,0.993894,0.461196,0.067808,0.18513
0.617436,0.028069,0.218103,0.209197,0.088046,0.134688,0.115696,0.497544,0.293969
0.172049,0.301534,0.730251,0.220193,0.876537,0.614472,0.532771,0.96542,0.632091
0.074541,0.670904,0.863421,0.981978,0.993102,0.185834,0.581354,0.476757,0.867479
0.903566,0.442524,0.500999,0.929033,0.221544,0.217258,0.644436,0.658958,0.686309
0.51707,0.376621,0.736992,0.503174,0.484737,0.473878,0.957617,0.06406,0.408147
0.498912,0.223272,0.419803,0.526689,0.674293,0.444114,0.793799,0.895384,0.16286
