@relation pollen-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute RIDGE numeric
@attribute NUB numeric
@attribute CRACK numeric
@attribute WEIGHT numeric
@attribute DENSITY numeric
@attribute OBSERVATION_NUMBER numeric

@data
0.407415,0.278172,0.591149,0.579232,0.501689,0.492592
0.491787,0.157614,0.67482,0.552573,0.430827,0.492852
0.475786,0.357577,0.477182,0.524461,0.525984,0.493112
0.371665,0.201781,0.509705,0.578543,0.679749,0.493371
0.358853,0.393209,0.502796,0.749903,0.530572,0.493631
0.578226,0.706144,0.572589,0.373275,0.63732,0.493891
0.534592,0.619628,0.556249,0.384049,0.713316,0.494151
0.541408,0.707549,0.64024,0.413271,0.688353,0.494411
0.526696,0.724062,0.373109,0.533154,0.565152,0.494671
0.498929,0.477303,0.184887,0.381968,0.636106,0.494931
0.564187,0.691758,0.486117,0.424175,0.628396,0.495191
0.579425,0.548289,0.506896,0.54497,0.346707,0.495451
0.402593,0.305621,0.58319,0.6434,0.371259,0.495711
0.282521,0.70836,0.749522,0.706763,0.733254,0.495971
0.403598,0.338318,0.563477,0.556495,0.635809,0.496231
0.595957,0.782116,0.70498,0.411061,0.551287,0.496491
0.415379,0.52725,0.772624,0.575402,0.612069,0.496751
0.493125,0.294317,0.417378,0.489942,0.636128,0.497011
0.249764,0.331055,0.580634,0.801115,0.519278,0.497271
0.453143,0.404721,0.44117,0.486437,0.604875,0.497531
0.471295,0.66833,0.49994,0.537776,0.580886,0.49779
0.508399,0.195163,0.521179,0.489371,0.411265,0.49805
0.601671,0.619271,0.524168,0.380117,0.5524,0.49831
0.80354,0.835848,0.641046,0.197728,0.457981,0.49857
0.328616,0.085027,0.483886,0.738536,0.437646,0.49883
0.420548,0.588284,0.468742,0.491704,0.839569,0.49909
0.564977,0.393896,0.575068,0.400428,0.526783,0.49935
0.912427,0.323186,0.426823,0.386877,0.007068,0.49961
0.619879,0.750617,0.418167,0.410785,0.515454,0.49987
0.404028,0.565132,0.716509,0.597268,0.55374,0.50013
0.686072,0.224915,0.588583,0.374544,0.363645,0.50039
0.749902,0.625756,0.348197,0.18896,0.54232,0.50065
0.458015,0.623803,0.542216,0.479159,0.639415,0.50091
0.300735,0.485317,0.42849,0.518384,0.792346,0.50117
0.592191,0.441709,0.244635,0.341414,0.540792,0.50143
0.603117,0.517535,0.563788,0.526613,0.372053,0.50169
0.465027,0.441967,0.619736,0.608491,0.464246,0.50195
0.415379,0.702795,0.597903,0.598315,0.61709,0.50221
0.615088,0.580019,0.783981,0.389373,0.509094,0.502469
0.463479,0.538155,0.333908,0.486245,0.628283,0.502729
0.557139,0.64875,0.473602,0.487117,0.541268,0.502989
0.427279,0.387447,0.604241,0.663109,0.412627,0.503249
0.429809,0.496238,0.623551,0.555791,0.639088,0.503509
0.28003,0.639095,0.611056,0.755752,0.700027,0.503769
0.721872,0.368711,0.297223,0.226176,0.489924,0.504029
0.71421,0.489748,0.449296,0.314529,0.480543,0.504289
0.692411,0.674939,0.49652,0.294439,0.485227,0.504549
0.197939,0.686531,0.645655,0.729649,0.742539,0.504809
0.641414,0.467832,0.56516,0.342915,0.469973,0.505069
0.293414,0.655258,0.430142,0.690643,0.762555,0.505329
0.676958,0.643784,0.459306,0.295117,0.592022,0.505589
0.254182,0.414584,0.678993,0.766109,0.584225,0.505849
0.510252,0.682011,0.484685,0.506893,0.635416,0.506109
0.392811,0.349262,0.654451,0.720198,0.412422,0.506369
0.498513,0.487573,0.50733,0.490421,0.544551,0.506629
0.416037,0.562181,0.560556,0.633215,0.575887,0.506888
0.540972,0.365918,0.493399,0.464989,0.485026,0.507148
0.774158,0.856893,0.637468,0.185247,0.566501,0.507408
0.526423,0.221251,0.652287,0.590216,0.351509,0.507668
0.52451,0.731432,0.614598,0.512104,0.439113,0.507928
0.664226,0.50523,0.496159,0.442528,0.368709,0.508188
0.715371,0.190308,0.333176,0.215,0.550327,0.508448
0.473195,0.403978,0.452951,0.545119,0.417084,0.508708
0.627643,0.433593,0.683315,0.466561,0.277219,0.508968
0.656515,0.502469,0.762702,0.396102,0.440484,0.509228
0.651644,0.476272,0.389491,0.323546,0.548502,0.509488
0.535324,0.673325,0.848316,0.567687,0.533331,0.509748
0.303807,0.502003,0.704253,0.66158,0.614946,0.510008
0.383862,0.394549,0.558948,0.637223,0.468537,0.510268
0.610197,0.300272,0.602003,0.356339,0.460461,0.510528
0.59712,0.289042,0.485633,0.400623,0.554627,0.510788
0.534489,0.404662,0.733972,0.556501,0.423842,0.511048
0.707589,0.584625,0.453242,0.31532,0.353805,0.511308
0.336235,0.314105,0.558496,0.687863,0.574006,0.511567
0.683255,0.617096,0.572964,0.323447,0.392563,0.511827
0.626366,0.487097,0.532485,0.373676,0.563092,0.512087
0.487332,0.417995,0.485762,0.492702,0.633399,0.512347
0.478701,0.604583,0.421888,0.530807,0.607167,0.512607
0.523677,0.433495,0.412485,0.532803,0.387001,0.512867
0.754619,0.42806,0.617949,0.28508,0.326896,0.513127
0.518338,0.501013,0.502986,0.500793,0.514817,0.513387
0.141097,0.420159,0.487761,0.796647,0.807442,0.513647
0.504136,0.366914,0.477612,0.624689,0.415587,0.513907
0.272163,0.383685,0.667395,0.702646,0.614108,0.514167
0.240646,0.377237,0.603264,0.669508,0.803701,0.514427
0.314962,0.756682,0.459814,0.632332,0.837491,0.514687
0.498045,0.669866,0.460457,0.608598,0.429893,0.514947
0.584388,0.33414,0.451263,0.481238,0.540412,0.515207
0.544366,0.284401,0.307607,0.39459,0.514284,0.515467
0.483409,0.530605,0.521028,0.552682,0.650456,0.515727
0.449883,0.474343,0.48001,0.516265,0.559796,0.515986
0.59533,0.436137,0.359443,0.324643,0.476967,0.516246
0.472241,0.458837,0.709356,0.462341,0.538487,0.516506
0.289151,0.378122,0.555559,0.722127,0.663788,0.516766
0.480458,0.620855,0.554091,0.491433,0.716075,0.517026
0.792714,0.480328,0.578849,0.244258,0.327852,0.517286
0.6152,0.430117,0.528568,0.388715,0.476579,0.517546
0.669008,0.603213,0.681788,0.432836,0.39785,0.517806
0.609461,0.764619,0.529488,0.41717,0.523583,0.518066
0.697278,0.475978,0.526985,0.205192,0.646116,0.518326
0.550406,0.139119,0.376585,0.530047,0.227976,0.518586
0.696553,0.441468,0.345024,0.348263,0.37273,0.518846
0.466397,0.395613,0.278096,0.431658,0.588731,0.519106
0.878858,0.469562,0.277519,0.093282,0.315938,0.519366
0.691988,0.307095,0.493293,0.273666,0.359878,0.519626
0.59684,0.365775,0.547367,0.447527,0.470152,0.519886
0.514671,0.714568,0.682193,0.460511,0.686389,0.520146
0.757154,0.519723,0.528777,0.265118,0.311991,0.520406
0.571274,0.379466,0.565633,0.375509,0.518213,0.520665
0.316671,0.410825,0.656753,0.73215,0.501934,0.520925
0.475947,0.59749,0.380449,0.47706,0.720353,0.521185
0.580801,0.277964,0.4254,0.427936,0.483878,0.521445
0.632137,0.525428,0.371382,0.31923,0.553579,0.521705
0.777279,0.454398,0.417766,0.259617,0.324927,0.521965
0.41281,0.69538,0.265649,0.557527,0.813904,0.522225
0.673425,0.321344,0.472425,0.38009,0.381173,0.522485
0.65726,0.700789,0.505508,0.437926,0.494735,0.522745
0.514226,0.343384,0.557129,0.445858,0.621708,0.523005
0.459652,0.26839,0.559818,0.578202,0.457628,0.523265
0.478267,0.646592,0.555076,0.435126,0.716568,0.523525
0.463248,0.454656,0.28461,0.608693,0.49673,0.523785
0.602893,0.417053,0.391787,0.385012,0.436882,0.524045
0.629476,0.479098,0.484705,0.390237,0.451263,0.524305
0.710028,0.705609,0.291679,0.186579,0.520457,0.524565
0.491257,0.640652,0.834485,0.57477,0.438594,0.524825
0.314474,0.193594,0.548736,0.748164,0.499271,0.525084
0.637424,0.425784,0.466404,0.406425,0.379152,0.525344
0.773715,0.630359,0.592746,0.305901,0.316811,0.525604
0.557526,0.670422,0.621105,0.450011,0.507225,0.525864
0.583766,0.511461,0.395406,0.483407,0.363353,0.526124
0.424095,0.540387,0.627244,0.516901,0.632902,0.526384
0.633327,0.456992,0.41854,0.336901,0.53375,0.526644
0.618248,0.383073,0.480329,0.444961,0.3697,0.526904
0.605207,0.417452,0.478753,0.499814,0.215337,0.527164
0.558524,0.529719,0.57082,0.512197,0.341581,0.527424
0.501512,0.370283,0.34043,0.461101,0.545249,0.527684
0.559548,0.53234,0.235856,0.395175,0.572041,0.527944
0.451273,0.783185,0.431133,0.485186,0.672253,0.528204
0.562243,0.574492,0.356619,0.342974,0.686647,0.528464
0.66797,0.371817,0.231128,0.304967,0.479512,0.528724
0.687211,0.551754,0.373363,0.360583,0.36506,0.528984
0.240982,0.299586,0.718551,0.783903,0.418023,0.529244
0.549913,0.382378,0.177432,0.416765,0.509652,0.529504
0.626706,0.652337,0.47769,0.364518,0.588879,0.529763
0.718949,0.378116,0.538467,0.2413,0.463229,0.530023
0.502713,0.728145,0.490455,0.461216,0.63532,0.530283
0.466236,0.489445,0.259998,0.423877,0.643886,0.530543
0.47726,0.200768,0.662368,0.542948,0.449468,0.530803
0.739218,0.726627,0.366535,0.236456,0.593799,0.531063
0.675043,0.538141,0.491978,0.367485,0.4113,0.531323
0.3373,0.596967,0.685995,0.698926,0.607084,0.531583
0.541797,0.557468,0.859153,0.516352,0.440864,0.531843
0.582795,0.431849,0.419436,0.391194,0.416822,0.532103
0.309137,0.450127,0.526492,0.682117,0.509155,0.532363
0.609711,0.314233,0.600679,0.446446,0.355473,0.532623
0.354337,0.413612,0.689753,0.659254,0.60587,0.532883
0.401524,0.642376,0.573579,0.609761,0.581894,0.533143
0.659473,0.476337,0.50283,0.357818,0.454681,0.533403
0.404802,0.44381,0.610462,0.654873,0.435127,0.533663
0.456249,0.42089,0.452701,0.631006,0.54724,0.533923
0.549186,0.602957,0.479466,0.302267,0.652468,0.534182
0.518014,0.240326,0.543664,0.431546,0.582846,0.534442
0.497088,0.847684,0.602895,0.541934,0.620416,0.534702
0.661695,0.306117,0.537804,0.371692,0.410431,0.534962
0.195464,0.395741,0.69402,0.781673,0.719074,0.535222
0.423723,0.451872,0.331774,0.490411,0.60549,0.535482
0.411459,0.300046,0.40812,0.63128,0.436917,0.535742
0.403144,0.481621,0.402151,0.679256,0.396479,0.536002
0.43957,0.342811,0.46101,0.46974,0.587006,0.536262
0.459536,0.32836,0.651362,0.4758,0.622372,0.536522
0.411824,0.384927,0.23614,0.482853,0.807573,0.536782
0.44405,0.174945,0.448714,0.522564,0.623511,0.537042
0.331446,0.636548,0.621657,0.655523,0.66925,0.537302
0.66861,0.522531,0.294077,0.251426,0.52498,0.537562
0.455636,0.30549,0.916523,0.661544,0.327764,0.537822
0.324438,0.374322,0.616566,0.661512,0.574097,0.538082
0.477806,0.439549,0.522673,0.600202,0.34789,0.538342
0.675211,0.578771,0.568455,0.397593,0.401818,0.538602
0.531558,0.516929,0.451635,0.516699,0.485493,0.538861
0.79727,0.449316,0.44761,0.211802,0.345065,0.539121
0.813502,0.353844,0.679358,0.318931,0.115435,0.539381
0.494036,0.460478,0.740447,0.538529,0.544691,0.539641
0.40198,0.639526,0.29392,0.443801,0.948211,0.539901
0.664318,0.458516,0.53692,0.392805,0.461194,0.540161
0.537322,0.651787,0.683584,0.472269,0.484463,0.540421
0.390175,0.538245,0.769741,0.63506,0.517406,0.540681
0.526633,0.885736,0.392088,0.50289,0.708571,0.540941
0.319994,0.464742,0.704485,0.71007,0.674646,0.541201
0.503407,0.461833,0.337423,0.489239,0.548126,0.541461
0.180047,0.322913,0.508944,0.846389,0.515716,0.541721
0.509659,0.577217,0.246697,0.400609,0.729608,0.541981
0.534899,0.640602,0.310399,0.483754,0.517523,0.542241
0.512845,0.495762,0.504552,0.497577,0.528538,0.542501
0.7273,0.360825,0.320965,0.262125,0.414207,0.542761
0.616489,0.393581,0.503478,0.403345,0.47843,0.543021
0.471395,0.372453,0.477021,0.538761,0.507304,0.54328
0.706788,0.365942,0.423471,0.429493,0.298484,0.54354
0.442767,0.629033,0.370073,0.347387,0.924833,0.5438
0.506202,0.494924,0.505138,0.494923,0.525342,0.54406
0.537512,0.438393,0.748108,0.647736,0.208632,0.54432
0.424177,0.480521,0.400967,0.651778,0.508509,0.54458
0.505204,0.344332,0.434355,0.412423,0.57088,0.54484
0.494172,0.681458,0.388173,0.480051,0.568631,0.5451
0.690742,0.539362,0.539049,0.327554,0.462731,0.54536
0.374617,0.446888,0.527725,0.678987,0.500607,0.54562
0.738969,0.581669,0.432194,0.284447,0.447264,0.54588
0.445607,0.637853,0.376854,0.43039,0.79824,0.54614
0.414527,0.41248,0.588343,0.600783,0.433647,0.5464
0.669883,0.684902,0.781001,0.373771,0.376297,0.54666
0.661405,0.457458,0.438859,0.387454,0.42857,0.54692
0.623553,0.175545,0.593208,0.554124,0.214337,0.54718
0.29338,0.289031,0.48851,0.765923,0.528516,0.54744
0.455826,0.511337,0.60082,0.522088,0.659427,0.5477
0.486531,0.604087,0.852881,0.597043,0.384539,0.547959
0.692463,0.592901,0.467522,0.342349,0.421939,0.548219
0.558318,0.36741,0.56269,0.394068,0.592153,0.548479
0.38173,0.367808,0.701201,0.630469,0.489741,0.548739
0.449227,0.719097,0.721261,0.594195,0.552514,0.548999
0.422696,0.398942,0.67529,0.545785,0.571993,0.549259
0.475609,0.218702,0.249248,0.514597,0.503946,0.549519
0.53071,0.256875,0.514667,0.511475,0.261626,0.549779
0.513284,1,0.615254,0.463307,0.740173,0.550039
0.229894,0.398127,0.68478,0.81286,0.542303,0.550299
0.427017,0.48505,0.651991,0.599916,0.561904,0.550559
0.458791,0.645942,0.522289,0.506323,0.601417,0.550819
0.802309,0.607872,0.473239,0.157565,0.486598,0.551079
0.104338,0.299372,0.617528,0.78646,0.776984,0.551339
0.453976,0.690866,0.738468,0.592235,0.595126,0.551599
0.442396,0.681542,0.396797,0.485154,0.68986,0.551859
0.440248,0.492458,0.490834,0.504543,0.625624,0.552119
0.645844,0.315995,0.383332,0.420933,0.290281,0.552378
0.60942,0.653353,0.614609,0.509927,0.379492,0.552638
0.38604,0.765956,0.545561,0.690349,0.61719,0.552898
0.693727,0.671076,0.284352,0.363929,0.494251,0.553158
0.495336,0.617049,0.324321,0.565804,0.610371,0.553418
0.676853,0.560642,0.497599,0.450338,0.441532,0.553678
0.510979,0.497655,0.504212,0.497308,0.520008,0.553938
0.431094,0.490188,0.414748,0.500349,0.696391,0.554198
0.598136,0.331438,0.701739,0.468909,0.318867,0.554458
0.42744,0.283842,0.348207,0.591168,0.539718,0.554718
0.670422,0.410801,0.573918,0.332236,0.340577,0.554978
0.629328,0.762167,0.584749,0.320941,0.576743,0.555238
0.660809,0.525838,0.384844,0.328108,0.515389,0.555498
0.666338,0.336148,0.489031,0.403951,0.294953,0.555758
0.526714,0.750123,0.474774,0.527972,0.557495,0.556018
0.562972,0.375228,0.632406,0.592823,0.37108,0.556278
0.588884,0.467722,0.63258,0.514336,0.3623,0.556538
0.507795,0.309915,0.410228,0.427496,0.520728,0.556798
0.631857,0.590298,0.712939,0.365798,0.441667,0.557057
0.349759,0.519173,0.672842,0.655937,0.573132,0.557317
0.80354,0.398772,0.525691,0.281716,0.280703,0.557577
0.732881,0.625622,0.695479,0.364925,0.371769,0.557837
0.65923,0.311258,0.317227,0.428354,0.399465,0.558097
0.621651,0.527401,0.622221,0.34923,0.49064,0.558357
0.407816,0.326809,0.533828,0.631145,0.520798,0.558617
0.560725,0.424301,0.346715,0.344534,0.500493,0.558877
0.471673,0.614597,0.401116,0.465964,0.608533,0.559137
0.390481,0.676178,0.347208,0.495331,0.770291,0.559397
0.475477,0.366569,0.542071,0.584974,0.466459,0.559657
0.432832,0.668508,0.549907,0.541417,0.585142,0.559917
0.619447,0.559049,0.619985,0.377996,0.446299,0.560177
0.61808,0.563759,0.505788,0.447808,0.419922,0.560437
0.470932,0.38444,0.356213,0.482953,0.645038,0.560697
0.203547,0.560202,0.410392,0.694563,0.936808,0.560957
0.52261,0.220452,0.213529,0.451715,0.452319,0.561217
0.483805,0.755903,0.355691,0.406506,0.85928,0.561476
0.330853,0.405583,0.670644,0.600342,0.612763,0.561736
0.346288,0.526085,0.67889,0.61769,0.641,0.561996
0.548756,0.343349,0.36398,0.51996,0.452227,0.562256
0.483018,0.442389,0.406092,0.489023,0.615806,0.562516
0.529987,0.641547,0.505216,0.525175,0.462395,0.562776
0.642004,0.523327,0.559544,0.342361,0.523945,0.563036
0.721066,0.490417,0.438149,0.347676,0.347379,0.563296
0.658661,0.493275,0.514685,0.427519,0.379008,0.563556
0.364993,0.273777,0.523036,0.656847,0.493683,0.563816
0.480209,0.349369,0.403063,0.56977,0.561066,0.564076
0.501773,0.771275,0.458245,0.509943,0.678352,0.564336
0.402815,0.263053,0.447002,0.56476,0.565253,0.564596
0.77141,0.736273,0.585756,0.241243,0.62232,0.564856
0.614345,0.688112,0.221638,0.424504,0.48197,0.565116
0.680838,0.52141,0.314013,0.281335,0.55577,0.565376
0.364668,0.164,0.397165,0.720363,0.363252,0.565636
0.729298,0.68301,0.341917,0.235014,0.593895,0.565896
0.498186,0.702441,0.676665,0.48906,0.596253,0.566155
0.690037,0.636611,0.693399,0.456187,0.321548,0.566415
0.455549,0.610871,0.432245,0.485549,0.691977,0.566675
0.759184,0.692159,0.690276,0.382515,0.301339,0.566935
0.47509,0.424664,0.57302,0.476763,0.71931,0.567195
0.616621,0.390547,0.568645,0.423185,0.387263,0.567455
0.422931,0.424396,0.304741,0.541566,0.676676,0.567715
0.463873,0.324473,0.440351,0.569701,0.436599,0.567975
0.467504,0.559777,0.484572,0.580664,0.546721,0.568235
0.55971,0.574899,0.635378,0.428626,0.553422,0.568495
0.532999,0.513197,0.499242,0.508968,0.484786,0.568755
0.701525,0.595109,0.612135,0.353256,0.478211,0.569015
0.214175,0.396835,0.713017,0.69056,0.649094,0.569275
0.599201,0.293488,0.596684,0.417429,0.446194,0.569535
0.543174,0.688361,0.383358,0.46614,0.573617,0.569795
0.440702,0.366845,0.663776,0.604824,0.40418,0.570055
0.615947,0.893382,0.605283,0.428954,0.664317,0.570315
0.530195,0.38069,0.602915,0.420583,0.660497,0.570574
0.408729,0.405589,0.326103,0.49584,0.83075,0.570834
0.597049,0.451325,0.368769,0.422413,0.429766,0.571094
0.564364,0.573235,0.648632,0.475877,0.349492,0.571354
0.306287,0.515363,0.781663,0.745306,0.6378,0.571614
0.506548,0.287408,0.452643,0.429663,0.585269,0.571874
0.542431,0.528189,0.273836,0.304463,0.666172,0.572134
0.622971,0.272363,0.434898,0.337196,0.455903,0.572394
0.444121,0.192257,0.635266,0.55378,0.490356,0.572654
0.42665,0.434167,0.464107,0.693534,0.487842,0.572914
0.737038,0.300801,0.442356,0.361299,0.174344,0.573174
0.585234,0.329546,0.529188,0.351018,0.536592,0.573434
0.65036,0.523464,0.60937,0.470918,0.283689,0.573694
0.39169,0.151912,0.478286,0.627736,0.466664,0.573954
0.486967,0.29262,0.41374,0.462377,0.576843,0.574214
0.620311,0.505441,0.477578,0.502245,0.421572,0.574474
0.412361,0.378461,0.386305,0.649974,0.466904,0.574734
0.211405,0.561257,0.491379,0.784249,0.762542,0.574994
0.612352,0.266592,0.385846,0.426884,0.325372,0.575253
0.382909,0.769011,0.621115,0.565948,0.759849,0.575513
0.321809,0.530759,0.50398,0.712056,0.63759,0.575773
0.219248,0.39151,0.371685,0.685127,0.795607,0.576033
0.280836,0.539606,0.501061,0.69459,0.682447,0.576293
0.681512,0.491513,0.486642,0.291777,0.591669,0.576553
0.281442,0.197722,0.435387,0.751114,0.666338,0.576813
0.477947,0.320045,0.662402,0.522634,0.424091,0.577073
0.251445,0.217335,0.400345,0.744911,0.611427,0.577333
0.388752,0.770708,0.540265,0.587689,0.701677,0.577593
0.498417,0.627533,0.256436,0.384813,0.733323,0.577853
0.365424,0.587594,0.726961,0.696805,0.496232,0.578113
0.666099,0.538922,0.603023,0.368002,0.449237,0.578373
0.433278,0.363303,0.492054,0.635824,0.433809,0.578633
0.444488,0.435617,0.595319,0.48465,0.683809,0.578893
0.431488,0.351999,0.492236,0.654956,0.460448,0.579153
0.483423,0.557263,0.652409,0.586819,0.514114,0.579413
0.423253,0.344398,0.666747,0.641064,0.307779,0.579672
0.357101,0.64333,0.663055,0.508515,0.699494,0.579932
0.510878,0.320185,0.724672,0.518441,0.406432,0.580192
0.490845,0.330948,0.675998,0.596751,0.471475,0.580452
0.415254,0.633583,0.605531,0.576878,0.631976,0.580712
0.424202,0.405889,0.669615,0.505756,0.607564,0.580972
0.408915,0.378393,0.522511,0.65427,0.474422,0.581232
0.67496,0.57489,0.477107,0.30509,0.389057,0.581492
0.494884,0.26321,0.25472,0.437054,0.658113,0.581752
0.735458,0.470816,0.543779,0.334501,0.355914,0.582012
0.2439,0.555453,0.819168,0.798149,0.582658,0.582272
0.500482,0.607192,0.723587,0.506598,0.691117,0.582532
0.561444,0.689015,0.444895,0.410878,0.589167,0.582792
0.288833,0.274122,0.305672,0.668557,0.698709,0.583052
0.600031,0.662583,0.694114,0.53074,0.318649,0.583312
0.531167,0.476914,0.481738,0.614148,0.441925,0.583572
0.710686,0.460112,0.558627,0.31545,0.47034,0.583832
0.539383,0.263308,0.420429,0.459455,0.551806,0.584091
0.357772,0.241785,0.450513,0.470162,0.787287,0.584351
0.431911,0.333637,0.543907,0.615848,0.582204,0.584611
0.447364,0.352263,0.707597,0.588094,0.473208,0.584871
0.52717,0.7323,0.483379,0.443333,0.646016,0.585131
0.540591,0.338089,0.39605,0.431426,0.527123,0.585391
0.556841,0.695523,0.753407,0.484742,0.544429,0.585651
0.701581,0.506089,0.599041,0.330064,0.31121,0.585911
0.462192,0.413297,0.502446,0.480157,0.565689,0.586171
0.560099,0.635535,0.344209,0.383519,0.590769,0.586431
0.330433,0.521565,0.724151,0.768239,0.522295,0.586691
0.649514,0.560582,0.535451,0.332746,0.537898,0.586951
0.560231,0.340992,0.456843,0.445646,0.377065,0.587211
0.403934,0.35032,0.752793,0.581932,0.569225,0.587471
0.542594,0.357975,0.3355,0.513898,0.551191,0.587731
0.616176,0.541573,0.511056,0.384634,0.401844,0.587991
0.39435,0.266182,0.483554,0.551499,0.632679,0.588251
0.441002,0.67208,0.443001,0.494207,0.635739,0.588511
0.592457,0.68887,0.514975,0.463264,0.459033,0.58877
0.493087,0.466198,0.761521,0.612662,0.463368,0.58903
0.50406,0.487356,0.507056,0.492432,0.550484,0.58929
0.467061,0.659804,0.606007,0.513231,0.732629,0.58955
0.502346,0.807478,0.37411,0.496048,0.710662,0.58981
0.847719,0.477166,0.656316,0.1591,0.410453,0.59007
0.493405,0.480848,0.509221,0.487017,0.563904,0.59033
0.566865,0.908106,0.522687,0.563544,0.406004,0.59059
0.442703,0.230074,0.401216,0.569491,0.372778,0.59085
0.585035,0.289152,0.489401,0.423901,0.495263,0.59111
0.823851,0.458683,0.504541,0.190887,0.471523,0.59137
0.471129,0.294739,0.52709,0.471706,0.458479,0.59163
0.624314,0.580953,0.54413,0.372781,0.596026,0.59189
0.648433,0.719275,0.692024,0.418514,0.487912,0.59215
0.666978,0.476102,0.514775,0.316593,0.533139,0.59241
0.636348,0.670398,0.568045,0.352824,0.575865,0.59267
0.413629,0.723296,0.557048,0.51282,0.733598,0.59293
0.543921,0.638554,0.378626,0.370306,0.683324,0.593189
0.320142,0.635309,0.48394,0.675151,0.686245,0.593449
0.663145,0.387115,0.592902,0.429319,0.378527,0.593709
0.500818,0.478738,0.509287,0.489298,0.578371,0.593969
0.700811,0.425424,0.447164,0.354234,0.356961,0.594229
0.483463,0.404986,0.463658,0.486453,0.593624,0.594489
0.204104,0.718428,0.566272,0.743684,0.7928,0.594749
0.665506,0.563203,0.549769,0.455235,0.485821,0.595009
0.307271,0.458296,0.577689,0.676226,0.6794,0.595269
0.486627,0.655264,0.404224,0.45791,0.634722,0.595529
0.536047,0.420616,0.702273,0.470028,0.382194,0.595789
0.507634,0.67079,0.310616,0.561895,0.439318,0.596049
0.336302,0.33137,0.223378,0.619681,0.573857,0.596309
0.678439,0.510582,0.452708,0.368859,0.314951,0.596569
0.592931,0.602256,0.55557,0.526006,0.334492,0.596829
0.492033,0.470334,0.511793,0.484153,0.600321,0.597089
0.666535,0.529151,0.53974,0.41367,0.458732,0.597349
0.390998,0.562321,0.596877,0.664398,0.542329,0.597609
0.64993,0.683553,0.626464,0.391008,0.503632,0.597868
0.441132,0.443346,0.542449,0.504148,0.662998,0.598128
0.545924,0.434387,0.552309,0.397023,0.519759,0.598388
0.497233,0.473196,0.461191,0.574833,0.436306,0.598648
0.595359,0.493192,0.573406,0.402746,0.486554,0.598908
0.552842,0.572216,0.660978,0.469726,0.43607,0.599168
0.403269,0.425,0.647907,0.697322,0.354338,0.599428
0.369689,0.628088,0.608413,0.753252,0.45847,0.599688
0.327754,0.697086,0.470349,0.52489,0.867731,0.599948
0.661051,0.64971,0.475336,0.365519,0.492723,0.600208
0.560549,0.393331,0.572384,0.516213,0.345716,0.600468
0.6446,0.574902,0.516966,0.364904,0.455423,0.600728
0.209071,0.285081,0.654986,0.70171,0.772269,0.600988
0.460628,0.302379,0.463077,0.609574,0.49167,0.601248
0.503031,0.550609,0.364865,0.475316,0.650028,0.601508
0.511648,0.551789,0.414362,0.519631,0.434259,0.601768
0.57356,0.383251,0.60041,0.384586,0.41378,0.602028
0.40725,0.398567,0.531477,0.622638,0.551632,0.602287
0.672467,0.360266,0.637508,0.365718,0.427103,0.602547
0.324738,0.372135,0.517121,0.732209,0.505361,0.602807
0.41895,0.338945,0.585691,0.557877,0.610572,0.603067
0.70685,0.583101,0.467464,0.300215,0.594921,0.603327
0.450792,0.246849,0.676675,0.577445,0.398579,0.603587
0.449492,0.678499,0.409863,0.455831,0.68535,0.603847
0.307826,0.422596,0.472364,0.815168,0.490195,0.604107
0.648641,0.49803,0.53242,0.436871,0.26493,0.604367
0.472555,0.800638,0.813246,0.449812,0.631981,0.604627
0.715015,0.318497,0.399475,0.449827,0.148168,0.604887
0.461275,0.636551,0.352845,0.478901,0.672611,0.605147
0.341643,0.189713,0.672854,0.663126,0.505326,0.605407
0.717419,0.439465,0.541185,0.314748,0.370621,0.605667
0.419467,0.29024,0.608699,0.592902,0.517908,0.605927
0.61049,0.495947,0.587997,0.384862,0.45424,0.606187
0.491923,0.48127,0.509208,0.486562,0.561009,0.606447
0.533957,0.453432,0.279162,0.532515,0.392912,0.606707
0.55109,0.379041,0.461037,0.479471,0.515044,0.606966
0.638579,0.449004,0.353462,0.327801,0.446308,0.607226
0.455842,0.329801,0.437402,0.621593,0.533929,0.607486
0.441597,0.489489,0.53514,0.653742,0.529359,0.607746
0.501447,0.647092,0.580292,0.561256,0.440676,0.608006
0.30628,0.749003,0.594598,0.620346,0.824267,0.608266
0.583932,0.430978,0.496771,0.409044,0.453821,0.608526
0.49926,0.280868,0.356365,0.488634,0.56675,0.608786
0.528356,0.443994,0.560921,0.450129,0.578943,0.609046
0.524212,0.504793,0.501746,0.503822,0.506736,0.609306
0.447769,0.31584,0.437156,0.658714,0.500926,0.609566
0.610689,0.668258,0.575572,0.378205,0.532528,0.609826
0.603985,0.365404,0.458552,0.386512,0.446225,0.610086
0.243586,0.454748,0.405661,0.720447,0.807857,0.610346
0.473051,0.608942,0.390018,0.607018,0.566418,0.610606
0.246135,0.236686,0.532969,0.674521,0.682211,0.610866
0.27669,0.367609,0.617959,0.714051,0.669507,0.611126
0.466146,0.763184,0.558514,0.60124,0.59596,0.611385
0.333395,0.348775,0.668678,0.773377,0.396675,0.611645
0.344516,0.527184,0.703757,0.621564,0.681569,0.611905
0.542422,0.203606,0.372317,0.382129,0.515594,0.612165
0.455117,0.343075,0.404613,0.471934,0.653717,0.612425
